originalid,motherage,parentincome,fatherhighgrade,motherhighgrade
6916,-3,-3,-3,-3
6917,30,15000,-3,6
6918,24,29300,12,15
6919,-3,29300,-4,-4
6920,25,29300,12,15
6921,28,8889,-4,11
6922,19,8889,-4,-3
6923,40,-3,14,14
6924,34,21000,12,14
6925,27,-3,-3,-3
6926,28,-3,-3,-3
6927,17,12,-3,12
6928,24,23900,9,12
6929,27,23900,-3,12
6930,29,-3,8,6
6931,31,-3,8,6
6932,22,66630,9,14
6933,29,17500,6,13
6934,23,71633,-3,6
6935,27,71633,-3,6
6936,23,-3,10,2
6937,39,57000,6,3
6938,19,-3,10,6
6939,25,-3,12,12
6940,27,-3,12,9
6941,19,30490,8,12
6942,27,-3,12,16
6943,-3,-3,-4,-3
6944,29,-3,12,16
6945,21,63839,10,9
6946,24,-4,10,12
6947,25,-4,12,12
6948,27,-4,15,16
6949,25,-4,15,16
6950,23,-3,12,20
6951,25,-4,-4,14
6952,28,-4,-4,14
6953,25,6000,12,11
6954,39,83000,12,14
6956,31,71300,-3,18
6957,19,18000,-3,11
6958,18,10400,16,11
6959,18,10400,12,11
6960,28,18000,12,11
6961,33,4000,13,14
6962,23,37000,-3,12
6963,24,-4,12,14
6964,38,16700,14,12
6965,18,77300,12,12
6966,28,-3,12,16
6967,18,32800,-3,11
6968,24,-4,-4,15
6969,20,16250,14,10
6970,22,16250,14,10
6971,32,20320,11,11
6972,32,0,-3,10
6973,19,0,-3,14
6974,18,0,16,12
6975,-3,0,12,12
6976,20,-4,-3,8
6977,23,-4,-3,8
6978,25,-4,-3,8
6979,-3,-3,11,11
6980,26,-3,7,8
6981,29,25400,9,15
6982,24,-3,6,6
6983,18,0,16,9
6984,19,0,12,12
6985,21,0,16,9
6986,17,38000,8,14
6987,17,5616,-3,11
6988,19,21000,14,14
6989,26,-3,-4,12
6990,28,-3,-4,12
6991,30,-3,-4,12
6992,31,-3,16,13
6993,25,-3,-3,-3
6994,17,-3,-4,9
6995,21,2500,-3,10
6996,18,48000,-3,11
6997,-3,-4,-3,-4
6998,19,48000,-3,11
6999,27,-4,11,9
7000,27,8868,14,10
7001,-3,2716,12,-3
7002,30,75000,16,17
7003,33,0,11,12
7004,23,-4,12,12
7005,19,-3,12,16
7006,27,29000,12,12
7007,30,29000,12,12
7008,-3,2500,-4,4
7009,26,1200,12,9
7010,24,-3,12,14
7011,28,12688,12,12
7012,24,30000,13,14
7013,-3,-4,-3,12
7014,-3,-4,-3,12
7015,24,-4,12,7
7016,27,-3,7,12
7017,35,60000,12,13
7018,-3,-3,-4,-4
7019,40,21170,12,12
7020,17,38000,-4,12
7021,20,-3,-4,14
7022,23,-3,-4,-3
7023,-3,5500,-4,-4
7024,16,3750,-4,12
7025,-3,3750,-4,12
7026,40,18000,-3,14
7027,39,8152,10,12
7028,23,-3,14,9
7029,22,-3,-3,12
7030,23,-3,-3,12
7031,25,-3,-3,12
7032,25,-3,-3,-3
7033,26,10500,12,10
7034,25,-4,-4,12
7035,30,-3,-4,12
7036,34,30000,12,12
7037,27,31500,12,12
7038,30,31500,12,12
7039,20,4788,-4,12
7040,38,-3,-3,-3
7041,28,-4,-4,13
7042,-3,-4,-4,15
7043,22,33500,-4,12
7044,40,32,-4,15
7045,-3,-4,-3,-3
7046,28,-4,-3,16
7047,22,-4,12,12
7048,15,-4,-3,12
7049,16,-4,-3,12
7050,24,-3,-3,-3
7051,27,-3,16,16
7052,28,-3,16,16
7053,27,-4,12,12
7054,28,-4,-4,14
7055,26,35000,-3,9
7056,28,35000,-3,9
7057,-3,-3,-3,-3
7058,21,14500,-4,13
7059,28,-3,-3,12
7060,30,-3,8,12
7061,26,63750,14,14
7062,28,-3,14,16
7063,30,-3,14,16
7064,38,38500,8,12
7065,28,-3,-4,12
7066,22,-3,-4,12
7067,26,-3,12,14
7068,26,-3,12,14
7069,26,-3,16,12
7070,24,29000,16,12
7071,20,-3,-4,12
7072,20,10700,-3,10
7073,17,-3,10,9
7074,22,10700,-3,10
7075,21,5000,-4,-3
7076,14,-3,-3,-3
7077,20,-3,12,10
7078,-3,-3,-4,-4
7079,27,1200,10,11
7080,27,-3,10,8
7081,27,-3,10,8
7082,22,-3,12,10
7083,24,-3,12,10
7084,22,-3,-4,12
7085,33,-4,12,12
7086,24,-4,9,9
7087,26,24098,10,11
7088,19,12000,-3,8
7089,18,-3,10,10
7090,19,-3,10,10
7091,17,-3,-3,10
7092,25,-3,-4,-3
7093,-3,124251,12,15
7094,-3,-3,12,-4
7095,21,67500,14,12
7096,39,-3,16,17
7097,28,-3,12,16
7098,22,90200,16,16
7099,30,-4,15,16
7100,14,2520,-3,13
7101,29,28700,12,14
7102,21,750,12,-3
7103,35,27,-3,12
7104,22,25700,-4,-3
7105,26,25700,-4,-3
7106,24,-3,12,11
7107,26,-3,12,11
7108,24,-3,-4,17
7109,48,-3,-4,12
7110,-3,-3,-4,-4
7111,24,-4,-3,12
7112,27,-4,-3,12
7113,28,-3,-4,-3
7114,34,6250,12,12
7115,24,-3,-4,11
7116,-3,13632,12,11
7117,14,46000,-3,16
7118,29,-4,12,16
7119,19,750,-4,-3
7120,39,-3,-3,14
7121,22,-4,-4,-3
7122,25,-4,-4,-3
7123,21,2978,9,15
7124,28,50000,14,12
7125,16,5000,9,9
7126,17,5000,9,9
7127,-3,-3,-3,11
7128,-3,-3,-3,11
7129,-3,4400,7,8
7130,28,30000,15,15
7131,21,3232,-4,-3
7132,37,26700,16,12
7133,16,-4,-4,-3
7134,26,34000,12,12
7135,24,40300,8,12
7136,16,18500,11,8
7137,20,18500,11,8
7138,24,14416,7,7
7139,25,14416,7,7
7140,28,14416,7,7
7141,21,2928,-3,6
7142,25,2928,-3,6
7143,23,31456,9,14
7144,23,31456,9,14
7145,27,25000,-3,-3
7146,28,25000,-3,-3
7147,21,-3,-3,-3
7148,29,41650,-3,-3
7149,35,15000,-4,12
7150,37,15000,-4,12
7151,36,25000,14,10
7152,22,14000,13,12
7153,31,10000,12,12
7154,31,10000,12,-3
7155,26,11800,10,12
7156,30,30000,-4,16
7157,37,30000,18,14
7158,31,27829,-4,12
7159,15,3120,-3,12
7160,-3,-4,-3,9
7161,-3,64339,-4,12
7162,28,132000,12,14
7163,31,132000,12,14
7164,25,59000,12,18
7165,22,100940,12,12
7166,27,81500,18,20
7167,34,58000,9,12
7168,22,-3,11,12
7169,25,-3,11,12
7170,25,95600,18,14
7171,28,95600,18,14
7172,35,25300,12,12
7173,22,-3,-3,-3
7174,27,-3,-3,-3
7175,15,9750,12,12
7176,17,9750,12,12
7177,27,18000,12,12
7178,32,0,6,8
7179,35,0,9,6
7180,31,60000,15,15
7181,33,60000,15,15
7182,25,-3,15,12
7183,33,85490,16,16
7184,-3,-4,5,-3
7185,-3,131000,-4,-4
7186,35,120500,16,16
7187,23,108400,14,16
7188,21,80250,12,12
7189,17,13000,-4,3
7190,29,-3,8,11
7191,32,-3,6,6
7192,32,-3,6,6
7193,25,-3,19,12
7194,27,-3,10,8
7195,29,-3,10,8
7196,19,37250,-4,16
7197,20,37250,-4,16
7198,22,37250,-4,16
7199,23,37250,-4,16
7200,37,30000,12,10
7201,24,17000,-3,9
7202,20,17882,9,8
7203,21,17882,9,8
7204,32,-3,-4,12
7205,33,50015,14,12
7206,20,18000,12,12
7207,25,-4,6,7
7208,28,-3,-4,95
7209,18,-3,11,11
7210,23,-3,-3,-3
7211,21,-4,14,14
7212,-3,-4,14,14
7213,16,21000,14,6
7214,17,21000,14,6
7215,23,50220,12,15
7216,20,6660,-3,-3
7217,31,16000,12,12
7218,30,24304,-3,14
7219,30,24304,-3,14
7220,17,-3,12,11
7221,25,40500,15,15
7222,21,-3,3,12
7223,23,-3,8,12
7224,22,114001,10,12
7225,27,68013,16,13
7226,30,68013,16,13
7227,18,-4,-3,5
7228,-3,-4,6,-3
7229,-3,-4,6,-3
7230,29,9700,-3,12
7231,-3,9700,-3,12
7232,30,9700,-3,12
7233,31,9700,-3,12
7234,33,9700,-3,12
7235,18,4500,14,14
7236,22,-4,-3,12
7237,16,40500,-3,6
7238,30,-4,12,12
7239,28,2500,14,6
7240,22,0,8,8
7241,27,-4,9,9
7242,32,15000,9,10
7243,19,-3,6,5
7244,23,-3,6,5
7245,35,41000,12,12
7246,16,41000,12,11
7247,24,41000,-3,12
7248,-3,41000,-3,11
7249,15,-4,-3,10
7250,16,0,-3,10
7251,19,-4,-4,11
7252,-3,-3,12,12
7253,20,-4,-4,12
7254,21,73000,12,12
7255,24,73000,12,12
7256,28,76000,13,13
7257,25,138000,16,16
7258,31,111000,14,18
7259,19,-3,-4,14
7260,19,82000,12,12
7261,23,80000,12,12
7262,20,52000,12,12
7263,19,2500,11,11
7264,20,2500,11,11
7265,21,2500,11,11
7266,19,14400,12,12
7267,-3,5000,-3,12
7268,16,7369,16,14
7269,18,7369,16,14
7270,15,37080,16,12
7271,35,19961,12,12
7272,28,38000,14,12
7273,29,4800,12,9
7274,25,8360,14,12
7275,19,-3,12,13
7276,25,24300,10,11
7277,26,24300,10,11
7278,30,30656,9,15
7279,20,36020,12,12
7280,17,-4,-3,12
7281,19,-4,-3,12
7282,25,8650,9,8
7283,-3,12400,11,12
7284,30,59000,17,13
7285,20,26400,14,13
7286,37,17500,-4,12
7287,-3,55000,7,13
7288,-3,55000,7,13
7289,22,39500,-4,12
7290,27,45000,13,16
7291,26,61700,12,14
7292,28,82500,13,12
7293,24,66000,18,16
7294,27,66000,18,16
7295,17,-4,12,14
7296,27,83000,12,8
7297,28,11300,-3,11
7298,25,-3,14,12
7299,-3,18250,-4,12
7300,22,-3,-4,12
7301,25,18000,12,11
7302,20,-4,12,12
7303,18,19000,12,12
7304,26,12900,12,14
7305,28,12900,12,14
7306,23,36000,14,20
7307,19,20600,-4,11
7308,28,-3,16,16
7309,35,84500,17,18
7310,28,3503,11,12
7311,34,18700,14,14
7312,37,18700,14,14
7313,21,26204,-3,12
7314,24,26204,-3,12
7315,17,-3,11,14
7316,15,4064,12,12
7317,16,4064,12,12
7318,32,-4,12,9
7319,19,-3,-3,10
7320,20,-3,-3,10
7321,18,0,16,12
7322,24,0,16,16
7323,33,912,18,16
7324,28,116350,16,16
7325,23,50000,12,12
7326,24,12200,12,12
7327,26,12200,12,12
7328,20,27600,12,12
7329,23,27600,12,12
7330,25,15200,12,12
7331,20,24000,-3,12
7332,21,7512,-3,10
7333,22,-3,-3,11
7334,21,31000,12,11
7335,21,31000,12,11
7336,23,31000,12,11
7337,22,-3,12,14
7338,24,3000,-4,10
7339,32,26760,5,12
7340,33,5272,-3,8
7341,36,5272,-3,8
7342,18,40340,-3,12
7343,22,29700,12,12
7344,24,29700,12,12
7345,31,11000,-3,12
7346,18,10800,12,11
7347,20,10800,11,11
7348,24,116500,12,12
7349,18,42042,8,10
7350,19,42042,8,10
7351,21,42042,8,10
7352,20,8200,-3,12
7353,21,10000,15,11
7354,24,-3,12,9
7355,-3,-4,-4,-3
7356,25,-3,3,6
7357,25,50700,12,14
7358,27,-4,12,14
7359,22,-4,13,-3
7360,31,57000,12,16
7361,24,64800,15,11
7362,20,63000,16,14
7363,35,20800,7,9
7364,40,24800,10,7
7365,-3,-4,12,12
7366,41,-3,12,9
7367,-3,-4,12,12
7368,23,3000,12,12
7369,26,5896,12,8
7370,-3,5896,12,8
7371,28,5896,12,8
7372,42,0,12,12
7373,26,10000,-3,12
7374,28,10000,-3,12
7375,34,4000,12,12
7376,29,-3,-3,12
7377,30,-3,-3,12
7378,33,-3,-3,12
7379,21,10900,-3,12
7380,24,10900,-3,12
7381,25,43000,14,12
7382,-3,11000,11,12
7383,18,11000,11,12
7384,19,11000,11,12
7385,30,13500,12,14
7386,31,38100,12,16
7387,29,-4,16,16
7388,32,70000,16,16
7389,30,45500,12,12
7390,23,35500,12,12
7391,26,40000,14,13
7392,23,115500,12,16
7393,23,115500,12,16
7394,23,26800,-3,12
7395,31,-3,16,14
7396,21,11137,-3,12
7397,23,11137,-3,12
7398,23,11137,-3,12
7399,18,9100,12,12
7400,19,9100,12,12
7401,22,59100,12,12
7402,26,23600,13,13
7403,30,23600,13,13
7404,19,24801,9,12
7405,16,11350,-3,11
7406,18,11350,-3,11
7407,20,11350,-3,11
7408,22,49000,-3,12
7409,24,-3,-3,8
7410,26,-3,-4,12
7411,26,-3,-3,8
7412,30,127000,16,14
7413,29,22500,12,11
7414,-3,-4,12,13
7415,-3,-4,12,13
7416,29,-3,-3,3
7417,19,50428,12,12
7418,14,59000,14,12
7419,34,-4,16,14
7420,23,114600,13,12
7421,25,114600,13,12
7422,30,50000,5,3
7423,26,-4,3,-3
7424,31,44000,-3,5
7425,26,16000,8,6
7426,20,52500,12,12
7427,25,49000,11,12
7428,22,-3,-3,12
7429,22,44546,12,12
7430,19,-3,-3,7
7431,28,-4,17,13
7432,30,34200,17,13
7433,31,37500,9,12
7434,24,56000,9,15
7435,27,56000,9,15
7436,29,22002,-3,11
7437,32,22002,-3,11
7438,27,10750,6,3
7439,31,10750,6,3
7440,30,5000,6,6
7441,31,5000,6,6
7442,29,35000,6,6
7443,30,35000,6,6
7444,23,-3,7,6
7445,21,2500,-3,4
7446,23,2500,-3,4
7447,27,-4,-4,-3
7448,-3,36000,12,-3
7449,-3,36000,12,-3
7451,16,10500,3,6
7452,21,10500,3,6
7453,28,26000,6,6
7454,19,-4,7,4
7455,21,-4,7,4
7456,36,16000,10,3
7457,36,-3,10,3
7458,37,19200,11,10
7459,16,-4,5,7
7460,45,-3,-3,8
7461,26,17200,9,12
7462,29,17200,9,12
7463,20,-4,4,8
7464,19,29000,6,8
7465,22,29000,6,8
7466,23,28300,-4,6
7467,25,28300,-3,6
7468,26,28300,-3,6
7469,29,-3,-4,-3
7470,24,48000,12,10
7471,-3,-4,-3,7
7472,23,-4,-3,7
7473,21,16000,9,8
7474,23,-4,12,12
7475,37,34000,4,8
7476,27,25000,3,4
7477,30,25000,3,4
7478,26,17500,-3,6
7479,28,17500,-3,6
7480,30,17500,-3,6
7481,41,-3,-4,5
7482,22,23000,-3,12
7483,18,8400,-3,9
7484,22,6500,16,14
7485,21,25000,12,12
7486,22,-3,-3,-3
7487,17,10368,12,12
7488,31,-4,4,12
7489,32,-4,4,12
7490,33,18608,4,12
7491,28,72500,12,13
7492,24,40000,13,12
7493,17,11000,-3,4
7494,20,11000,-3,4
7495,21,10608,6,9
7496,18,21440,-3,4
7497,21,21440,6,4
7498,22,-3,-3,9
7499,24,-3,-3,9
7500,19,-3,-4,11
7501,22,-3,-4,11
7502,-3,10000,-3,4
7503,25,13100,-3,12
7504,32,18992,4,4
7505,30,31800,-3,3
7506,23,41000,12,12
7507,25,41000,12,12
7508,22,13600,10,8
7509,19,44800,12,10
7510,21,67000,12,12
7511,27,33700,14,14
7512,17,16274,12,12
7513,17,8940,9,10
7514,35,53000,13,15
7515,36,53000,13,15
7516,25,-4,6,6
7517,27,-4,6,6
7518,38,5700,4,4
7519,31,12200,6,3
7520,31,12200,6,3
7521,33,12200,6,3
7522,21,23800,8,12
7523,21,2000,-3,6
7524,22,2000,-3,6
7525,19,7000,6,10
7526,21,7000,6,10
7527,24,7000,6,10
7528,33,-4,8,11
7529,36,-4,8,11
7530,18,17000,9,6
7531,18,17000,9,6
7532,20,17000,9,6
7533,18,16000,3,3
7534,19,16000,3,3
7535,28,18845,11,12
7536,25,15000,7,17
7537,32,30000,8,11
7538,20,36000,7,6
7539,21,36000,7,6
7540,19,15677,-3,11
7541,20,9076,-3,11
7542,21,18000,95,12
7543,21,10000,-3,3
7544,17,7000,7,9
7545,22,12000,6,6
7546,20,33500,16,12
7547,21,33500,16,12
7548,37,45400,12,12
7549,22,97500,-3,15
7550,19,-3,12,14
7551,-3,97500,-3,15
7552,34,80000,16,14
7553,36,80000,16,14
7554,27,-3,11,2
7555,29,-4,11,2
7556,22,-3,12,12
7557,28,12000,-3,14
7558,26,25000,-3,8
7559,28,25000,-3,8
7560,25,41800,18,16
7561,28,-3,13,16
7562,30,-3,13,16
7563,33,42553,14,16
7564,21,49000,12,14
7565,24,49000,12,14
7566,18,-3,13,14
7567,20,-3,13,14
7568,35,21600,16,15
7569,30,130350,15,16
7570,19,-3,14,12
7571,32,18600,4,7
7572,32,6940,3,12
7573,35,6940,3,12
7574,35,40500,9,12
7575,30,13385,4,13
7576,21,25080,6,1
7577,33,-3,6,3
7578,20,27338,12,5
7579,23,27338,12,5
7580,31,25005,9,2
7581,36,28730,4,6
7582,31,33000,-3,8
7583,22,14000,-4,10
7584,-3,1052,15,12
7585,23,12000,-3,6
7586,25,12000,-3,6
7587,25,48000,-3,-3
7588,21,38000,-3,12
7589,25,38000,-3,12
7590,21,21700,9,13
7591,23,-4,9,13
7592,25,-4,9,13
7593,23,60200,-3,13
7594,37,-3,-3,-3
7595,38,-3,-3,-3
7596,31,701,12,13
7597,32,701,12,13
7598,20,45,13,9
7599,21,45,13,9
7600,18,28855,10,9
7601,-3,-4,-3,1
7602,17,30000,8,-3
7603,25,86900,16,14
7604,21,-3,-4,-3
7605,22,-4,-4,-3
7606,30,6900,11,7
7607,23,36021,-3,-3
7608,23,52800,-3,10
7609,32,30000,12,12
7610,20,45210,12,14
7611,28,5316,-4,11
7612,17,-3,6,11
7613,21,5900,-3,-3
7614,-3,9200,-4,-3
7615,-3,13950,-3,12
7616,-3,-3,-4,-4
7617,39,38300,12,3
7618,22,-3,-3,11
7619,22,-3,12,14
7620,28,-4,16,12
7621,31,246474,18,19
7622,-3,-3,14,17
7623,31,144000,19,18
7624,-3,-3,-3,-3
7625,-3,-3,-3,11
7626,30,-3,12,12
7627,32,-3,12,12
7628,35,-3,12,12
7629,35,12000,10,12
7630,35,12000,10,12
7631,24,29000,-3,14
7632,54,-4,-3,-3
7633,29,11000,12,11
7634,26,40045,-3,16
7635,25,6325,16,14
7636,26,6325,16,14
7637,28,6325,16,14
7638,22,12200,-3,12
7639,16,7920,-3,12
7640,17,7920,-3,12
7641,23,40500,10,16
7642,25,41500,14,16
7643,26,60700,12,16
7644,19,12500,7,12
7645,26,65600,12,13
7646,27,31000,14,12
7647,15,-3,12,13
7648,23,17000,12,12
7649,22,76200,16,16
7650,24,76200,16,16
7651,19,95000,14,14
7652,20,63600,12,13
7653,23,90000,12,13
7654,-3,-3,-4,-3
7655,20,27500,-3,14
7656,32,45000,12,12
7657,33,45000,12,12
7658,-3,0,-4,-4
7659,27,2400,12,12
7660,24,48000,12,12
7661,26,48000,12,12
7662,27,48000,12,12
7663,-3,55600,-3,-3
7664,-3,55600,-3,-3
7665,24,34000,12,10
7666,23,31000,12,16
7667,37,-3,12,12
7668,29,3380,-3,10
7669,39,-4,-3,-3
7670,42,-4,-3,-3
7671,17,14968,12,11
7672,16,-3,14,11
7673,17,20540,-4,12
7674,27,25812,11,14
7675,30,12564,12,10
7676,32,12564,12,10
7677,19,12564,12,-3
7678,19,9030,-3,12
7680,24,-3,12,12
7681,35,0,-3,4
7682,20,25840,18,12
7683,23,-4,12,11
7684,38,7809,14,12
7685,35,87000,16,17
7686,38,87000,16,17
7687,34,6000,8,11
7688,20,21900,-3,12
7689,29,-4,-3,12
7690,26,-3,12,12
7691,34,-4,14,9
7692,19,37500,12,12
7693,21,-3,12,12
7694,17,48370,14,13
7695,23,66000,11,14
7696,21,-4,12,13
7697,22,-4,12,13
7698,30,-3,-3,8
7699,19,4344,-3,13
7700,16,-3,-4,-3
7701,-3,-3,-3,-3
7702,26,-4,6,4
7703,26,-4,10,8
7704,24,-4,12,13
7705,27,-3,12,13
7706,31,10060,12,11
7707,16,2792,12,12
7708,20,12000,-3,11
7709,26,2500,12,10
7710,40,20300,5,11
7711,25,25000,10,12
7712,-3,-3,-3,14
7713,15,13408,-3,-3
7714,22,3900,12,10
7715,23,3900,12,10
7716,22,11050,11,13
7717,35,12000,10,12
7718,18,11024,12,13
7719,28,10315,-3,12
7720,30,10315,12,12
7721,20,9579,12,15
7722,21,12302,-3,14
7723,22,12302,11,14
7724,22,10956,12,15
7725,19,13602,12,12
7726,21,13602,-3,12
7727,23,5200,10,12
7728,25,5200,10,12
7729,-3,2600,-3,8
7730,39,2600,-3,8
7731,19,6000,12,11
7732,20,6000,12,11
7733,23,15900,9,12
7734,25,15900,9,12
7735,27,15900,9,12
7736,18,3200,12,11
7737,18,2500,9,9
7738,23,30000,12,12
7739,-3,-4,12,12
7740,35,20410,6,10
7741,28,1600,11,12
7742,-3,-3,-3,11
7743,17,-3,-3,12
7744,36,-3,5,9
7745,32,41500,-3,12
7746,33,41500,-3,12
7747,28,4600,-3,9
7748,31,4600,-3,9
7749,20,41776,12,12
7750,18,-3,12,10
7751,19,-3,12,10
7752,22,-3,12,10
7753,19,0,11,10
7755,18,22000,11,12
7756,19,22000,11,12
7757,-3,-3,9,12
7758,18,10380,12,12
7759,23,42000,12,12
7760,19,7700,12,12
7761,21,7700,12,12
7762,16,7700,-3,12
7763,22,7700,12,12
7764,17,45600,13,13
7765,22,53200,12,12
7766,23,53200,12,12
7767,21,46000,12,16
7768,33,-4,12,7
7769,24,44000,10,14
7770,26,44000,10,14
7771,27,44000,10,14
7772,26,8000,-4,16
7773,33,-3,-4,13
7774,20,-3,12,12
7775,18,7500,-3,11
7776,20,7500,-3,11
7777,23,34700,12,12
7778,24,32145,-3,16
7779,23,16000,-4,16
7780,29,-3,16,16
7781,-3,74500,12,16
7782,33,74500,12,16
7783,27,-3,9,12
7784,25,23000,12,12
7785,17,-3,12,11
7786,22,42400,-4,12
7787,23,42400,12,12
7788,18,8000,-3,11
7789,25,-3,12,12
7790,17,-4,18,16
7791,32,57000,16,14
7792,19,55000,-4,14
7793,21,55000,-4,14
7794,31,-3,10,12
7795,22,18900,12,11
7796,24,7390,12,10
7797,25,7390,12,10
7798,27,7390,12,10
7799,28,7390,12,10
7800,26,54000,14,14
7801,18,40122,12,12
7802,24,14900,-3,11
7803,25,14900,-3,11
7804,27,14900,-3,11
7805,28,-3,-3,12
7806,19,-3,12,11
7807,20,-3,-3,9
7808,16,6850,-4,12
7809,16,-4,-3,11
7810,27,-4,-3,12
7811,16,-3,12,12
7812,26,14400,-3,11
7813,27,14400,-3,11
7814,-3,13000,-4,-4
7815,-3,13000,-4,-4
7816,22,20000,8,8
7817,24,20000,8,8
7818,-3,30000,12,-4
7819,-3,75500,-4,12
7820,23,75500,12,12
7821,-3,75500,-3,12
7822,24,75500,12,12
7823,21,60000,12,12
7824,20,4500,11,12
7825,20,60500,14,12
7826,20,14400,10,12
7827,25,14400,10,12
7828,34,12000,9,12
7829,-3,25000,10,-4
7830,25,36000,-4,14
7831,26,36000,-4,14
7832,-3,12000,-4,12
7833,25,6000,-3,14
7834,-3,21500,-3,-4
7835,-3,21500,-3,-4
7836,17,15000,11,10
7837,30,8000,9,14
7838,17,4200,10,12
7839,25,21020,-3,12
7840,20,1500,-4,12
7841,23,4750,8,12
7842,25,4750,8,12
7843,19,7800,-3,10
7844,18,36000,-4,12
7845,32,-3,16,14
7846,17,35000,-3,12
7847,19,35000,12,12
7848,21,35000,12,12
7849,36,28000,12,14
7850,21,-3,-3,14
7851,18,24039,12,9
7852,20,24039,12,14
7853,23,-4,19,16
7854,24,-4,19,16
7855,25,50000,12,12
7856,34,37019,20,15
7857,35,31588,12,13
7858,-3,24000,12,8
7859,25,24000,12,8
7860,-3,-3,12,14
7861,18,35915,12,14
7862,30,22096,12,12
7863,32,30900,12,12
7864,34,30900,12,12
7865,24,22700,14,14
7866,25,22700,14,14
7867,22,-3,11,12
7868,25,17660,9,12
7869,22,28000,11,11
7870,24,53700,12,12
7871,20,18000,12,14
7872,-3,65750,14,13
7873,18,32000,11,12
7874,22,32000,11,12
7875,26,-3,12,12
7876,14,19000,-4,9
7877,18,19320,9,10
7878,19,19320,9,10
7879,25,-4,95,3
7880,16,3324,10,13
7881,21,22500,12,16
7882,29,6950,-3,9
7883,28,5830,12,12
7884,29,5830,12,12
7885,18,2280,12,11
7886,19,2280,12,11
7887,20,2808,-3,11
7888,21,2808,-3,11
7889,20,-4,-4,10
7890,22,-4,-4,10
7891,19,23424,-4,14
7892,21,23424,-4,14
7893,22,-4,-4,-3
7894,20,-3,12,11
7895,20,2808,12,10
7896,20,2808,12,10
7897,17,9500,12,9
7898,21,2808,-3,10
7899,22,7800,10,11
7900,24,5424,12,12
7901,19,5700,12,12
7902,21,5700,12,12
7903,21,19600,12,14
7904,20,33000,14,13
7905,-3,-3,12,-3
7906,21,-4,12,12
7907,34,-4,20,16
7908,18,7500,11,10
7909,38,7500,-3,-3
7910,32,-3,12,14
7911,30,9100,12,12
7912,34,9100,12,12
7913,22,18000,10,11
7914,23,18000,10,11
7915,17,10000,12,11
7916,18,3000,-4,12
7917,20,3000,-4,12
7918,37,40000,12,11
7919,20,30000,12,12
7920,22,30000,12,12
7921,18,33000,12,11
7923,18,8085,16,14
7924,33,7500,-3,-3
7925,35,-4,-3,-3
7926,32,65000,16,16
7927,20,-3,12,13
7928,18,49000,7,12
7929,26,77750,13,12
7930,-3,77750,-4,-3
7931,-3,64305,-3,-3
7932,41,116250,12,12
7933,17,91400,-3,12
7934,19,91400,-3,12
7935,34,93000,12,14
7936,27,135000,16,16
7937,26,25000,-4,13
7938,25,2000,-3,12
7939,26,-4,15,12
7940,22,63000,-3,14
7941,26,-4,16,18
7942,18,-3,12,12
7943,22,81000,18,13
7944,24,81000,18,13
7945,31,67000,-4,14
7946,29,-3,12,13
7947,30,-3,12,13
7948,33,-3,12,13
7949,21,2800,12,10
7950,21,3600,11,10
7951,23,3600,11,10
7952,20,4200,12,12
7953,24,3700,12,12
7954,-3,6000,12,14
7955,16,-4,12,12
7956,19,-4,12,12
7958,19,12000,-3,12
7959,23,5194,-3,12
7960,18,-4,12,12
7961,-3,13956,-3,12
7962,17,-3,10,12
7963,19,-3,-3,12
7964,26,77300,15,16
7965,40,117260,-3,12
7966,24,-3,-3,12
7967,27,-3,-3,7
7968,24,-4,11,6
7969,22,50500,12,14
7970,28,121000,-4,16
7971,-3,121000,-4,16
7972,32,46300,12,14
7973,34,46300,12,14
7974,31,-3,12,14
7975,-3,-3,-4,-4
7977,27,49000,12,12
7978,20,2270,-3,13
7979,24,-3,14,15
7980,18,-3,12,12
7981,29,-3,9,12
7982,-3,6742,-3,-3
7983,15,3240,-3,10
7984,16,3240,-3,10
7985,20,-3,-3,12
7986,18,-4,12,11
7987,19,-4,12,11
7988,21,-4,12,11
7989,18,1400,-4,12
7990,32,8600,12,16
7991,-3,-3,12,12
7992,30,-3,-3,11
7993,-3,500,3,6
7994,21,500,3,6
7995,31,59000,15,16
7996,20,50000,-3,16
7997,24,34000,12,11
7998,24,34000,12,11
7999,18,20000,16,13
8000,24,-3,-3,12
8001,25,-3,-3,12
8002,17,4000,9,9
8003,20,10000,-3,11
8004,23,10000,12,11
8005,33,10700,10,11
8006,29,21040,12,12
8007,24,8512,12,12
8008,23,51300,13,14
8009,24,51300,13,14
8010,21,300,-3,12
8011,21,2400,13,15
8012,30,40000,11,8
8013,20,2160,12,10
8014,-3,-3,-3,-3
8015,-3,-3,8,-3
8016,17,25000,12,12
8017,19,25000,12,12
8018,19,14144,-3,12
8019,20,14144,-3,12
8020,21,-3,-4,12
8021,19,-3,12,12
8022,27,-3,9,16
8023,18,1440,-3,12
8024,28,44590,14,16
8025,30,44590,14,16
8026,21,2600,14,11
8027,-3,14175,12,12
8028,27,-3,11,11
8029,30,-3,-3,11
8030,19,2500,12,12
8031,22,-3,12,11
8032,24,-3,12,11
8033,25,-3,12,11
8034,21,58000,12,12
8035,26,-3,12,13
8036,22,10000,-3,8
8037,35,8000,12,11
8038,22,53000,13,15
8039,19,42029,13,12
8040,23,41000,10,10
8041,38,-3,11,10
