originalid,motherage,parentincome,fatherhighgrade,motherhighgrade
3500,28,-4,15,14
3501,24,10200,14,12
3502,23,-3,-3,13
3503,19,9072,12,12
3504,23,32900,12,16
3505,19,-4,-3,12
3506,20,-4,-3,12
3507,16,46100,-3,12
3508,18,46100,-3,12
3509,19,25000,12,13
3510,27,16030,12,13
3511,28,28000,11,12
3512,20,-4,-4,12
3513,21,-4,-4,12
3514,23,-4,-4,12
3515,20,15800,12,14
3516,15,83500,-4,-3
3517,16,37500,12,8
3518,28,-4,-3,-3
3520,27,67500,10,-3
3521,21,21000,10,11
3522,18,29000,10,13
3523,25,-4,16,14
3524,15,-3,-4,12
3525,17,-3,-4,12
3526,38,-3,9,9
3527,24,53750,16,13
3528,20,35750,10,13
3529,25,-3,-3,11
3530,27,33800,12,15
3531,25,15000,12,14
3532,34,0,-4,12
3533,28,-3,9,12
3534,30,28000,12,11
3535,31,37000,14,12
3536,20,60500,12,13
3537,26,-3,14,18
3538,18,43042,12,12
3539,29,-3,8,12
3540,20,-4,12,11
3541,34,17000,-4,12
3542,-3,18000,11,-3
3543,35,23600,10,11
3544,-3,-3,12,-3
3545,19,18000,-3,-3
3546,20,28440,11,12
3547,22,28440,11,12
3548,26,30000,18,16
3549,29,30000,18,16
3550,25,105700,12,14
3551,31,75600,14,14
3552,25,35300,12,14
3553,27,59150,16,16
3554,28,59150,16,16
3555,-3,66500,12,12
3556,-3,66500,12,12
3557,39,32400,14,16
3558,21,65000,15,12
3559,27,-3,18,16
3560,25,32000,16,20
3561,29,77610,16,16
3562,23,-3,14,12
3563,25,-3,14,12
3564,25,33000,-4,12
3565,27,33000,-4,12
3566,20,-4,12,12
3567,21,58600,12,12
3568,22,-3,-4,13
3569,31,60120,14,12
3570,20,50000,12,8
3571,22,50000,12,-3
3572,26,-3,12,12
3573,-3,39250,-4,12
3574,27,37160,12,16
3575,24,47500,16,16
3576,-3,39250,12,-3
3577,33,44891,16,13
3578,35,44891,16,13
3579,29,-3,13,14
3580,-3,40175,-3,12
3581,26,70500,9,9
3582,27,70500,9,9
3583,26,48000,-4,12
3584,36,75000,8,16
3585,-3,48500,11,-3
3586,28,68620,12,12
3587,34,100000,12,14
3588,23,39040,16,12
3589,24,21750,-3,13
3590,28,0,12,12
3591,16,31000,13,14
3592,32,18000,-4,13
3593,25,42300,14,12
3594,21,35000,-3,14
3595,25,-4,14,16
3596,19,55000,14,12
3597,22,37500,-3,12
3598,30,103000,14,18
3599,31,103000,14,18
3600,-3,-4,12,10
3601,34,75150,16,14
3602,22,55000,11,12
3603,25,55000,11,12
3604,36,87000,13,12
3605,29,81000,-3,16
3606,30,246474,19,17
3607,27,102500,16,12
3608,27,19500,12,17
3609,29,19500,8,17
3610,28,93000,12,15
3611,26,76750,14,16
3612,28,-4,14,16
3613,30,-3,14,14
3614,28,-3,16,16
3615,25,95450,16,14
3616,27,95450,16,14
3617,19,-4,12,16
3618,21,-4,12,16
3619,33,22200,12,12
3620,24,53000,12,12
3621,21,77730,14,14
3622,22,-4,16,12
3623,22,17500,15,14
3624,23,36000,14,15
3625,23,30100,12,14
3626,23,42000,12,14
3627,19,28400,12,14
3628,21,28400,12,14
3629,27,25200,15,12
3630,22,-4,-3,12
3631,35,-3,10,14
3632,29,130000,14,14
3633,22,33400,12,12
3634,33,56200,-4,15
3635,23,-4,-3,-3
3636,-3,43000,12,11
3637,21,85600,12,14
3638,23,-3,12,14
3639,25,-3,12,12
3640,36,246474,18,16
3641,21,33000,12,15
3642,31,72000,12,15
3643,34,72000,12,15
3644,22,60425,14,16
3645,29,65100,16,16
3646,34,92000,16,18
3647,27,64000,14,14
3648,24,-3,12,13
3649,22,15000,16,12
3650,28,23845,15,14
3651,32,23845,15,14
3652,32,23845,15,14
3653,16,-3,-3,13
3654,20,12000,-3,-3
3655,22,12000,-3,-3
3656,-3,21700,12,14
3657,23,3010,-3,12
3658,27,-4,12,12
3659,31,55500,20,18
3660,28,78050,14,14
3661,24,40000,12,12
3662,28,40000,12,12
3663,26,-3,16,16
3664,28,85900,16,16
3665,30,85900,16,16
3666,20,43000,-3,15
3667,23,95000,-3,-3
3668,33,-3,-3,-3
3669,24,0,14,12
3670,25,-4,-4,-3
3671,28,11000,12,12
3672,50,12000,10,9
3673,25,24700,12,15
3674,-3,22100,12,12
3675,22,17500,-4,16
3676,23,17500,-4,16
3677,-3,24000,10,12
3678,28,-4,-3,-3
3679,-3,-4,12,-4
3680,28,36000,-4,-3
3681,36,31000,5,12
3682,22,21200,18,18
3683,15,12000,-3,-3
3684,25,27000,-3,-3
3685,22,22000,-3,-3
3686,26,22000,-3,-3
3687,29,11849,14,16
3688,31,11849,14,16
3689,29,0,13,10
3690,43,-3,12,12
3691,30,-3,-3,7
3692,25,30200,13,12
3693,26,30200,13,12
3694,-3,0,-3,-3
3695,24,11000,7,8
3696,28,11000,7,8
3697,18,10000,-4,11
3698,24,11000,-3,-3
3699,25,4230,19,2
3700,23,0,-4,-3
3701,24,0,-4,-3
3702,21,-3,12,12
3703,33,9000,12,12
3704,24,47000,16,16
3705,-3,90000,20,18
3706,31,-3,16,16
3707,17,23802,-3,11
3709,-3,55300,12,-4
3710,27,33960,12,12
3711,18,70220,-3,11
3712,19,8253,12,14
3713,20,35200,13,13
3714,21,35200,13,13
3715,23,35200,13,13
3716,24,36200,12,12
3717,25,36200,12,12
3718,26,36200,12,12
3719,17,12300,10,12
3720,-3,-4,14,12
3721,20,-4,16,12
3722,17,22702,9,12
3723,17,-4,-3,13
3724,31,-3,-3,12
3725,29,53400,13,14
3726,21,58500,13,13
3727,22,58500,13,13
3728,18,54700,12,11
3729,25,10244,11,16
3730,18,59844,8,12
3731,29,48635,16,14
3732,21,45400,12,13
3733,17,-3,9,12
3734,23,72014,12,12
3735,30,50426,12,12
3736,26,55000,16,12
3737,26,47030,12,12
3738,21,35000,16,12
3739,33,50010,12,12
3740,36,50010,12,12
3741,23,73000,12,12
3742,17,40000,11,12
3743,18,-4,12,12
3744,20,-4,12,12
3745,21,43720,12,13
3746,31,28600,10,12
3747,27,43050,12,12
3748,27,23000,11,12
3749,18,14432,11,11
3750,20,33000,12,14
3751,24,33000,-3,14
3752,19,5829,-3,12
3753,20,5829,-3,12
3754,34,30680,12,11
3755,20,20045,-3,10
3756,23,20045,-3,10
3757,21,-3,12,12
3758,24,-3,12,12
3759,19,20186,12,12
3760,23,33300,12,12
3761,26,33300,12,12
3762,18,25000,12,12
3763,26,60000,12,12
3764,21,52100,12,12
3765,19,29600,-3,12
3766,17,-3,12,16
3767,25,53020,12,14
3768,25,43500,11,18
3769,26,43500,11,18
3770,28,43500,11,18
3771,22,64092,12,14
3772,24,62040,12,11
3773,25,62040,12,11
3774,16,-4,12,12
3775,17,-4,12,12
3776,27,49000,12,12
3777,26,78042,12,16
3778,19,-3,12,8
3779,22,-3,12,8
3780,19,-4,10,12
3781,21,-4,10,12
3782,21,14820,12,14
3783,25,-3,12,14
3784,23,-3,12,16
3785,26,-3,12,16
3786,33,68200,18,12
3787,24,57000,16,16
3788,23,-4,12,14
3789,22,28180,16,19
3790,43,36000,11,10
3791,28,-4,14,12
3792,30,-4,-3,12
3793,15,3000,-3,11
3794,19,5048,-4,7
3795,16,39000,10,9
3796,17,39000,10,9
3797,23,41000,-3,8
3798,18,2400,12,11
3799,21,-4,12,13
3800,23,-4,12,13
3801,28,10000,12,12
3802,-3,92500,-4,-4
3803,21,43000,12,12
3804,29,53000,-4,8
3805,34,28500,12,14
3806,25,4812,-3,10
3807,35,16000,12,10
3808,23,1180,16,12
3809,26,1180,15,12
3810,29,2000,12,9
3811,17,2000,-3,11
3812,20,-4,12,10
3813,32,-4,9,12
3814,21,80500,12,12
3815,23,80500,16,16
3816,25,80500,16,-3
3817,35,-3,19,18
3818,27,26092,7,14
3819,25,58000,12,12
3820,27,58000,12,12
3821,33,20000,12,14
3822,24,40925,12,16
3823,22,19200,13,14
3824,22,43000,17,10
3825,18,-4,-3,9
3826,-3,42200,11,-3
3827,19,42200,12,14
3828,23,42600,12,11
3829,27,65035,12,14
3830,21,36724,9,14
3831,23,36724,9,14
3832,32,28181,14,10
3833,27,39200,9,12
3834,25,32202,16,12
3835,-3,20168,9,12
3836,21,23170,-4,12
3837,30,-3,14,14
3838,30,50000,14,14
3839,18,26000,-4,-3
3840,20,26000,-4,-3
3841,31,-4,12,12
3842,33,-4,12,12
3843,21,45000,12,12
3844,28,-4,-3,-3
3845,33,-4,-3,-3
3846,30,-4,19,14
3847,-3,14000,11,-4
3848,36,40000,-4,12
3849,28,18000,12,15
3850,28,111100,12,12
3851,30,111100,12,12
3852,-3,45385,13,-4
3853,-3,45385,13,-4
3854,28,-3,13,-3
3855,24,49000,13,14
3856,23,2800,12,12
3857,26,-3,-3,13
3858,-3,18901,-4,-3
3859,25,34000,12,12
3860,18,-3,12,13
3861,-3,-3,12,13
3862,21,28100,13,14
3863,22,-4,-3,11
3864,29,40200,12,12
3865,23,38500,12,16
3866,23,32000,-3,10
3867,26,-4,-3,12
3868,27,-4,16,12
3869,30,-3,11,12
3870,31,60000,10,-3
3871,29,-4,14,12
3872,25,18025,14,12
3873,34,26000,12,12
3874,26,-3,-3,12
3875,25,-4,16,12
3876,19,23280,12,11
3877,20,7342,11,12
3878,34,100000,16,16
3879,25,17200,12,12
3880,-3,-3,12,14
3881,25,56816,12,12
3882,35,0,-3,10
3883,24,46000,13,12
3884,31,-3,12,17
3885,22,18700,12,13
3886,32,32047,-4,-3
3887,24,22000,12,12
3888,27,22000,12,12
3889,22,35318,9,6
3890,36,12400,11,12
3891,22,12000,10,12
3892,20,50300,14,12
3893,23,50300,14,12
3894,26,65000,16,16
3895,30,100300,20,18
3896,33,100300,20,18
3897,26,25110,12,12
3898,29,49200,12,12
3899,38,51050,9,9
3900,21,70000,12,12
3901,-3,17000,12,12
3902,28,15660,12,12
3903,22,37891,12,12
3904,27,25000,14,12
3905,23,30200,16,12
3906,26,30200,16,12
3907,21,39000,16,14
3908,30,45776,10,12
3909,25,17500,10,12
3910,-3,37000,12,12
3911,32,50600,11,12
3912,21,70800,8,16
3913,24,70800,8,16
3914,29,-3,12,12
3915,26,87000,12,13
3916,27,24700,11,16
3917,25,35000,9,12
3918,-3,35000,9,12
3919,19,25000,-3,12
3920,26,29800,16,16
3921,-3,5000,-4,8
3922,-3,-3,-4,-4
3923,-3,7500,-4,-3
3924,-3,7500,-4,-4
3925,-3,0,-4,-4
3926,35,-4,-3,6
3927,32,-4,-3,6
3928,-3,-4,-3,6
3929,31,22086,-3,13
3930,23,246474,-3,12
3931,24,-3,-3,-3
3932,22,5000,-4,8
3933,30,30000,3,3
3934,25,-4,-4,6
3935,36,137750,16,17
3936,24,36400,9,12
3937,20,48200,10,13
3938,30,-4,14,16
3939,25,-3,16,16
3940,30,-4,16,12
3941,-3,53000,12,-3
3942,24,-3,-3,-3
3943,27,46000,15,12
3944,29,46000,15,12
3945,20,42100,12,10
3946,22,42100,12,10
3947,33,-4,-3,-3
3948,19,-3,12,12
3949,32,33300,12,12
3950,31,-4,12,12
3951,22,67041,15,16
3952,17,72000,7,10
3953,22,72000,11,12
3954,21,-4,-4,-3
3955,19,-3,12,12
3956,20,-3,12,12
3957,21,-3,12,12
3958,-3,-3,-4,-4
3959,23,-3,12,12
3960,-3,-3,-4,-4
3961,22,57000,13,13
3962,25,57000,13,13
3963,31,80400,16,12
3964,33,80400,16,12
3965,31,246474,16,16
3966,30,246474,20,18
3967,-3,246474,-4,-4
3968,29,246474,14,13
3969,28,67000,16,16
3970,38,62500,10,15
3971,42,62500,10,15
3972,18,5800,12,10
3973,17,35200,12,12
3974,20,35200,12,12
3975,35,82400,16,16
3976,28,-4,12,14
3977,17,40000,12,10
3978,29,39200,16,17
3979,24,61000,12,12
3980,27,61000,12,12
3981,31,31800,10,8
3982,29,26000,16,14
3983,16,32920,12,10
3984,25,32228,13,14
3985,19,70150,14,12
3986,21,70150,14,12
3987,26,246474,16,12
3988,39,246474,20,20
3989,34,246474,18,14
3990,34,68300,12,14
3991,26,52010,14,16
3992,25,31020,14,12
3993,29,31020,14,12
3994,26,57200,16,12
3995,23,33900,12,10
3996,24,33900,12,10
3997,24,-3,11,12
3998,22,-3,16,14
3999,30,24800,-4,-3
4000,37,44134,10,9
4001,34,36000,13,12
4002,21,-3,14,12
4003,25,71100,17,12
4004,28,71100,17,12
4005,27,136348,12,11
4006,30,37650,13,12
4007,26,-3,12,12
4008,22,78200,12,13
4009,-3,-4,12,13
4010,28,-3,16,15
4011,23,68000,14,14
4012,24,44000,15,16
4013,26,44000,15,16
4014,30,32200,10,14
4015,19,33500,14,13
4016,18,14220,12,10
4017,21,14220,12,10
4018,30,-4,12,14
4019,17,42000,12,11
4020,20,69000,12,13
4021,26,-4,12,12
4022,-3,44090,-4,-4
4023,26,64047,14,14
4024,30,119000,15,13
4025,29,26000,12,12
4026,-3,38000,16,16
4027,27,56840,-3,-3
4028,31,-3,17,16
4029,34,-3,12,16
4030,29,61452,12,12
4031,22,52543,12,12
4032,-3,-4,-3,16
4033,-3,-4,-3,16
4034,21,54271,14,14
4035,17,28400,12,9
4036,18,28400,12,9
4037,-3,81000,13,12
4038,32,-3,-4,12
4039,31,22500,-3,16
4040,20,76100,12,12
4041,21,76100,12,12
4042,18,24000,12,12
4043,24,0,10,-3
4044,41,0,12,12
4045,18,20000,16,12
4046,20,29000,12,17
4047,24,29000,12,17
4048,27,20380,10,12
4049,25,55000,12,12
4050,21,48068,12,12
4051,-3,48068,12,12
4052,19,73782,8,9
4053,-3,5000,-3,-3
4054,19,29632,6,13
4055,20,29632,6,13
4056,21,-4,-4,11
4057,21,45001,12,12
4058,22,45001,12,12
4059,35,48000,9,10
4060,24,6300,12,11
4061,-3,23100,-4,-4
4062,22,14400,15,12
4063,16,-4,12,12
4064,33,-3,16,14
4065,19,-4,12,12
4066,20,26000,12,12
4067,22,26000,12,12
4068,-3,-4,12,11
4069,-3,-4,12,11
4070,34,-3,19,19
4071,29,73450,13,14
4072,26,33560,12,10
4073,28,47000,12,13
4074,18,-3,10,12
4075,21,8000,10,10
4076,23,8000,10,10
4077,-3,67300,16,16
4078,19,31500,12,12
4079,22,31500,12,12
4080,25,53000,16,14
4081,31,75000,17,16
4082,19,-4,-4,10
4083,22,-4,-4,10
4084,29,16000,-4,7
4085,26,0,14,14
4086,19,25000,-4,10
4087,-3,-3,15,12
4088,29,-3,15,12
4089,-3,2500,12,12
4090,-3,-3,12,12
4091,23,32000,-4,12
4092,27,-3,-3,14
4093,-3,-3,-4,-3
4094,27,31100,12,12
4095,-3,25900,-3,-4
4096,-3,25900,-3,-4
4097,26,84800,17,16
4098,23,-3,12,12
4099,26,-3,-3,-3
4100,29,-3,-3,-3
4101,31,-3,16,16
4102,28,0,-3,-3
4103,28,-3,16,16
4104,29,-3,16,16
4105,26,49912,14,16
4106,23,132100,18,12
4107,24,132100,18,12
4108,30,-3,-4,12
4109,27,-3,14,12
4110,-3,-3,16,-3
4111,-3,-3,16,-3
4112,28,115500,20,18
4113,31,115500,20,18
4114,28,41000,-4,12
4115,27,-3,-4,11
4116,31,-3,-4,12
4117,25,-4,8,9
4118,25,62850,12,14
4119,27,44900,10,11
4120,20,-3,7,10
4121,21,-3,7,10
4122,26,21370,11,12
4123,20,17381,-4,12
4124,22,17381,-4,12
4125,17,7238,-4,6
4126,18,7238,-4,6
4127,20,7238,-4,6
4128,19,17600,12,14
4129,22,8400,12,10
4130,22,-3,12,12
4131,24,76000,-3,12
4132,19,76000,12,12
4133,20,76000,12,-3
4134,32,-3,12,12
4135,32,-3,12,12
4136,31,110500,14,16
4137,33,110500,14,16
4138,21,76000,16,12
4139,23,76000,16,12
4140,23,85534,14,18
4141,20,83000,12,13
4142,21,83000,12,13
4143,27,-3,12,12
4144,-3,75500,-4,-4
4145,34,75500,12,18
4146,35,23475,12,10
4147,36,23475,12,10
4148,25,46928,13,7
4149,23,20800,14,12
4150,25,20800,14,12
4151,27,20800,14,12
4152,20,20500,12,12
4153,22,20500,12,12
4154,18,-4,14,12
4155,21,-4,14,12
4156,27,49662,12,12
4157,23,53075,12,12
4158,37,49650,18,16
4159,30,-3,18,16
4160,27,-3,19,16
4161,32,-3,19,16
4162,26,246474,16,16
4163,23,38000,16,16
4164,25,38000,16,16
4165,20,55800,12,14
4166,21,55800,12,14
4167,33,-3,9,12
4168,23,25000,12,12
4169,39,-3,-3,12
4170,18,-3,12,11
4171,20,-3,12,11
4172,-3,25300,12,-3
4173,-3,25300,12,-3
4174,27,11100,12,12
4175,28,11100,12,12
4176,23,2500,12,13
4177,24,2500,12,13
4178,25,2500,12,13
4179,41,14000,-4,10
4180,22,-3,12,12
4181,25,-3,12,12
4182,27,3810,-3,10
4183,28,3810,-3,10
4184,29,3810,-3,10
4185,29,-3,-3,12
4186,23,54560,16,14
4187,32,90000,12,12
4188,34,90000,12,12
4189,22,43000,10,11
4190,25,-3,12,13
4191,26,-3,12,13
4192,21,974,10,12
4193,23,974,10,12
4194,34,-3,7,8
4195,18,2500,-3,10
4196,20,2500,-3,10
4197,21,2500,-3,10
4198,32,43660,16,12
4199,25,35020,12,12
4200,29,34400,11,12
4201,36,53000,14,12
4202,37,53000,14,12
4203,23,51800,18,14
4204,21,61000,12,12
4205,26,48400,16,16
4206,24,17500,14,14
4207,25,53100,18,16
4208,27,53100,18,16
4209,38,-3,12,12
4210,33,-3,10,12
4211,24,13500,9,12
4212,28,-3,12,10
4213,33,46000,14,12
4214,30,57001,16,14
4215,24,32700,13,15
4216,22,40400,12,12
4217,25,40400,12,12
4218,24,-3,12,12
4219,31,130000,14,14
4220,31,-4,9,12
4221,35,6000,-3,14
4222,21,-3,12,13
4223,23,-3,12,13
4224,40,18000,-3,9
4225,17,-4,12,11
4226,19,-4,12,11
4227,22,-4,12,11
4228,18,93000,12,14
4229,32,120500,4,16
4230,-3,-3,-4,-4
4231,-3,45000,-4,-4
4232,-3,45000,-4,-4
4233,25,-4,14,12
4234,27,-4,14,12
4235,32,155000,14,10
4236,26,25000,-3,14
4237,27,25000,-3,14
4238,20,5250,12,12
4239,27,23000,12,16
4240,16,9998,-4,14
4241,19,21080,12,12
4242,23,21080,13,10
4243,18,26400,-4,12
4244,21,26400,-4,12
4245,19,44900,12,12
4246,23,44900,12,12
4247,17,11052,12,11
4248,27,42000,10,12
4249,27,2400,14,10
4250,16,78000,-3,11
4251,19,78000,-3,11
4252,26,6876,12,12
4253,22,0,5,11
4254,24,-3,11,12
4255,30,-4,12,14
4256,27,-3,16,18
4257,-3,51084,12,-3
4258,-3,51084,12,-3
4259,26,24990,12,12
4260,24,34600,-3,12
4261,23,-4,12,5
4262,17,14970,-3,9
4263,24,53000,13,14
4264,28,53000,13,14
4265,27,25000,17,16
4266,26,54112,14,12
4267,22,59100,12,12
4268,43,-4,13,9
4269,23,45000,-3,17
4270,19,-3,12,12
4271,20,-3,12,12
4272,20,26050,-3,16
4273,21,26050,-3,16
4274,23,26050,-3,16
4275,24,64000,12,12
4276,19,54000,11,11
4277,23,110000,-4,12
4278,25,110000,-4,12
4279,24,-3,14,12
4280,26,-3,14,12
4281,20,46000,16,16
4282,26,90750,18,16
4283,34,63500,12,12
4284,21,75000,14,12
4285,21,75000,14,12
4286,21,92000,12,13
4287,23,92000,12,13
4288,27,83500,18,14
4289,28,-4,12,16
4290,33,145900,16,14
4291,24,145900,16,12
4292,-3,-4,-3,-3
4293,27,73000,20,18
4294,29,73000,20,18
4295,25,55200,16,13
4296,29,58000,16,16
4297,25,3000,12,13
4298,28,3000,12,13
4299,29,48500,9,16
4300,30,48500,9,16
4301,26,-3,14,12
4302,25,-4,7,6
4303,-3,0,-4,-3
4304,20,32500,-3,14
4305,21,32500,-3,14
4306,18,50000,-3,11
4307,40,-3,10,12
4308,30,10000,-3,-3
4309,17,8076,-3,9
4310,19,8076,-3,9
4311,12,17000,7,11
4312,13,17000,7,11
4313,24,17000,12,9
4314,38,3370,-4,8
4315,26,1764,-4,-3
4316,20,0,16,9
4317,22,0,16,9
4318,23,-4,-3,8
4319,24,-4,-3,8
4320,24,2236,7,13
4321,26,1956,-4,-3
4322,26,3038,-4,6
4323,24,50,9,11
4324,18,2308,-3,10
4325,30,12000,10,12
4326,36,24329,6,6
4327,29,6000,16,12
4328,32,6000,16,12
4329,25,13068,-4,11
4330,26,13068,-4,11
4331,28,13068,-4,11
4332,29,13068,-4,11
4333,32,10044,-3,7
4334,19,2100,7,10
4335,16,21040,12,14
4336,25,107500,12,19
4337,26,107500,12,19
4338,23,48200,-3,15
4339,21,32000,9,10
4340,23,-3,12,14
4341,30,-3,12,16
4342,19,-3,5,9
4343,20,-3,5,9
4344,30,-3,-4,13
4345,26,26000,14,13
4346,28,26000,14,13
4347,30,26000,14,13
4348,19,43200,12,14
4349,20,36000,12,14
4350,21,7140,12,12
4351,26,10276,12,15
4352,19,6000,12,10
4353,-3,246474,12,-4
4354,35,-3,-3,9
4355,18,20550,-3,14
4356,20,20550,-3,14
4357,22,20700,12,12
4358,25,-3,12,12
4359,17,22600,14,17
4360,43,-3,7,11
4361,24,20209,13,13
4362,19,24974,11,12
4363,26,25000,18,16
4364,27,25000,18,16
4365,24,40500,16,16
4366,23,40000,17,15
4367,20,-3,10,14
4368,22,94325,12,12
4369,29,45800,12,12
4370,26,19425,12,14
4371,27,44300,12,12
4372,29,34613,18,16
4373,21,7392,3,10
4374,20,-4,-3,11
4375,36,-3,14,14
4376,19,24229,14,12
4377,29,76500,16,16
4378,26,45275,19,12
4379,33,37500,16,14
4380,29,-3,16,16
4381,31,82500,18,20
4382,28,35000,12,12
4383,20,-3,16,9
4384,29,15200,15,12
4385,32,15200,15,12
4386,22,51200,12,12
4387,-3,17550,-3,12
4388,24,-3,14,12
4389,17,12994,11,16
4390,21,12994,11,16
4391,24,14052,8,9
4392,32,-3,12,11
4393,33,20954,11,11
4394,33,20954,11,11
4395,28,35050,14,14
4396,21,6144,12,12
4397,34,10792,-3,8
4398,20,9000,12,12
4399,22,31250,12,13
4400,23,14112,6,12
4401,25,14112,6,12
4402,24,5250,12,12
4403,19,14044,11,11
4404,25,45020,11,12
4405,21,50650,16,12
4406,27,58600,12,16
4407,26,-3,16,16
4408,20,70600,16,12
4409,28,78500,14,14
4410,-3,-3,13,20
4411,30,-3,13,20
4412,31,-3,-4,20
4413,28,246474,20,18
4414,25,21000,14,12
4415,22,83950,14,16
4416,23,83950,14,16
4417,28,55000,12,10
4418,27,-4,14,12
4419,31,-4,14,12
4420,28,75000,16,16
4421,24,38100,12,13
4422,21,-4,11,16
4423,29,100500,16,16
4424,29,43022,16,13
4425,-3,-4,14,13
4426,30,-4,16,13
4427,21,66025,14,14
4428,22,60845,14,14
4429,28,41825,9,15
4430,29,40000,13,12
4431,23,18000,12,12
4432,25,46000,-4,11
4433,22,64000,12,10
4434,24,35500,12,12
4435,23,6480,12,10
4436,18,-4,14,13
4437,20,0,14,13
4438,19,9800,-4,13
4439,24,-3,-3,14
4440,28,-3,-3,14
4441,29,122950,16,18
4442,35,34000,-4,16
4443,26,81003,12,14
4444,27,81003,12,14
4445,27,-4,16,12
4446,-3,-4,-4,-4
4447,33,-3,20,20
4448,28,-3,15,16
4449,29,-3,16,14
4450,36,69200,16,20
4451,24,93100,12,12
4452,29,38565,11,12
4453,31,38565,11,12
4454,33,-3,16,12
4455,23,22900,12,14
4456,33,115000,16,16
4457,26,87000,14,14
4458,22,76700,16,14
4459,26,-4,14,16
4460,27,-4,14,16
4461,29,37500,-3,12
4462,28,68000,11,6
4463,22,45000,13,12
4464,24,45000,13,12
4465,32,-3,-3,17
4466,19,-3,-3,11
4467,101,-3,12,14
4468,18,47700,12,10
4469,30,23623,10,12
4470,22,54000,-3,12
4471,26,-4,15,16
4472,23,62000,-3,12
4473,34,-4,-4,-3
4474,24,45200,12,12
4475,32,124300,16,16
4476,36,51700,16,-3
4477,32,75500,13,16
4478,29,98000,16,12
4479,28,54501,12,12
4480,33,2500,14,14
4481,-3,13000,16,-4
4482,27,7511,10,16
4483,24,4900,9,8
4484,30,16500,12,12
4485,19,8000,12,6
4486,22,-4,12,6
4487,19,9688,12,14
4488,22,5000,11,14
4489,29,-3,5,5
4490,22,14,12,12
4491,23,14,12,12
4492,37,18300,6,6
4493,31,-3,13,12
4494,35,1700,-3,9
4495,26,15000,-3,3
4496,32,13681,8,13
4497,-3,16500,4,7
4498,21,16500,4,7
4499,23,16500,4,7
4500,31,35000,6,14
4501,28,-3,12,10
4502,22,35000,13,12
4503,22,25000,6,6
4504,24,25000,6,6
4505,21,2410,-3,16
4506,38,50500,12,10
4507,22,67000,12,12
4508,23,-4,14,12
4509,20,42500,-4,14
4510,21,-4,10,9
4511,22,-4,10,9
4512,-3,20550,14,12
4513,24,61600,12,14
4514,25,61600,12,14
4515,18,80705,14,16
4516,20,80705,14,16
4517,25,74500,18,15
4518,22,-4,14,12
4519,27,75000,12,13
4520,26,72000,12,12
4521,27,72000,12,12
4522,34,64700,16,16
4523,24,82500,18,14
4524,26,82500,18,14
4525,32,28000,18,17
4526,20,47500,14,12
4527,22,-4,14,12
4528,29,17000,14,16
4529,21,25000,-3,11
4530,27,64500,16,14
4531,23,16500,13,11
4532,34,-4,16,20
4533,21,51750,18,14
4534,23,51750,18,14
4535,25,51750,18,14
4536,26,53040,20,4
4537,27,53040,20,4
4539,-3,71900,17,16
4540,21,49200,14,12
4541,18,15655,12,10
4542,22,15655,12,10
4543,20,27000,6,8
4544,22,27500,8,12
4545,29,39701,12,12
4546,36,70000,16,14
4547,25,-3,18,16
4548,28,-3,18,16
4549,24,30000,13,12
4550,25,76300,14,18
4551,26,49000,14,14
4552,22,55500,14,14
4553,24,55500,14,14
4554,34,27500,12,12
4555,22,55020,11,12
4556,16,42000,10,13
4557,26,125562,15,12
4558,23,11600,11,12
4559,17,9100,12,12
4560,19,9100,12,12
4561,28,246474,14,12
4562,31,246474,14,12
4563,29,35300,18,-3
4564,-3,64600,-4,-4
4565,20,42500,12,12
4566,31,-4,14,14
4567,28,-4,12,12
4568,28,-3,-4,12
4569,34,47500,12,14
4570,37,47500,12,14
4571,25,77400,13,14
4572,30,-3,-3,12
4573,32,50099,16,14
4574,35,88600,20,18
4575,27,10045,14,12
4576,19,-4,12,11
4577,20,-4,12,11
4578,34,41922,18,18
4579,-3,15100,12,12
4580,33,15100,12,12
4581,35,57500,18,14
4582,38,-4,18,14
4583,36,13214,-3,16
4584,-3,-4,-3,-3
4585,26,29998,12,12
4586,21,-3,12,14
4587,22,4500,-3,5
4588,23,17800,8,10
4589,27,17800,8,10
4590,21,75705,12,16
4591,37,16000,12,12
4592,22,34992,12,14
4593,17,36000,-4,11
4594,-3,93300,-3,14
4595,25,73500,12,12
4596,18,39929,14,18
4597,29,87106,15,14
4598,30,87106,15,14
4599,24,-4,12,12
4600,28,48900,12,12
4601,22,47000,12,12
4602,24,47000,12,12
4603,30,14740,14,16
4604,24,-4,16,12
4605,26,-4,16,12
4606,30,51000,12,16
4607,27,14899,12,12
4608,22,30577,13,10
4609,-3,50000,16,16
4610,30,-3,14,13
4611,18,85079,10,13
4612,27,38400,14,14
4613,33,91993,12,12
4614,22,45000,11,10
4615,26,72800,16,14
4616,-3,-3,14,12
4617,18,50000,14,12
4618,21,50000,14,12
4619,25,54000,12,12
4620,27,39000,10,14
4621,36,59720,14,13
4622,29,19188,13,14
4623,30,19188,13,14
4624,23,11976,12,13
4625,25,38500,10,12
4626,39,40000,-3,15
4627,30,19500,13,14
4628,37,22000,12,12
4629,28,46550,17,14
4630,30,46550,17,14
4631,27,15000,-4,-3
4632,16,43500,11,11
4633,21,60150,13,13
4634,34,53500,7,12
