originalid,year,colenr
8537,2000,1. Not enrolled
206,2000,1. Not enrolled
5576,2000,1. Not enrolled
8347,2000,1. Not enrolled
7817,2000,1. Not enrolled
6917,2000,1. Not enrolled
8269,2000,1. Not enrolled
3350,2000,1. Not enrolled
1290,2000,3. 4-year college
6744,2000,1. Not enrolled
1220,2000,3. 4-year college
1834,2000,1. Not enrolled
2500,2000,1. Not enrolled
8200,2000,1. Not enrolled
7074,2000,1. Not enrolled
994,2000,1. Not enrolled
5179,2000,1. Not enrolled
2154,2000,1. Not enrolled
8688,2000,1. Not enrolled
6708,2000,1. Not enrolled
2696,2000,1. Not enrolled
6769,2000,2. 2-year college 
5609,2000,1. Not enrolled
6520,2000,2. 2-year college 
6080,2000,1. Not enrolled
1738,2000,
3238,2000,3. 4-year college
8107,2000,1. Not enrolled
6949,2000,1. Not enrolled
6888,2000,1. Not enrolled
5250,2000,1. Not enrolled
2635,2000,1. Not enrolled
3857,2000,1. Not enrolled
4602,2000,1. Not enrolled
2161,2000,1. Not enrolled
1827,2000,2. 2-year college 
4440,2000,1. Not enrolled
699,2000,1. Not enrolled
274,2000,1. Not enrolled
405,2000,1. Not enrolled
1501,2000,3. 4-year college
7551,2000,1. Not enrolled
769,2000,1. Not enrolled
8523,2000,1. Not enrolled
259,2000,3. 4-year college
8542,2000,1. Not enrolled
7543,2000,1. Not enrolled
2928,2000,1. Not enrolled
2858,2000,3. 4-year college
1056,2000,1. Not enrolled
750,2000,1. Not enrolled
1080,2000,1. Not enrolled
5026,2000,1. Not enrolled
4676,2000,1. Not enrolled
2981,2000,1. Not enrolled
1514,2000,1. Not enrolled
7661,2000,1. Not enrolled
3391,2000,1. Not enrolled
5634,2000,1. Not enrolled
6615,2000,1. Not enrolled
1841,2000,1. Not enrolled
1042,2000,1. Not enrolled
2651,2000,1. Not enrolled
2873,2000,3. 4-year college
3014,2000,1. Not enrolled
2222,2000,1. Not enrolled
1442,2000,3. 4-year college
6832,2000,1. Not enrolled
8543,2000,3. 4-year college
7920,2000,1. Not enrolled
6130,2000,1. Not enrolled
7470,2000,1. Not enrolled
3172,2000,1. Not enrolled
7198,2000,1. Not enrolled
2242,2000,1. Not enrolled
50,2000,1. Not enrolled
2849,2000,1. Not enrolled
8172,2000,1. Not enrolled
7877,2000,1. Not enrolled
2330,2000,1. Not enrolled
2874,2000,3. 4-year college
8924,2000,3. 4-year college
8649,2000,1. Not enrolled
3097,2000,1. Not enrolled
8013,2000,1. Not enrolled
8467,2000,3. 4-year college
6176,2000,1. Not enrolled
8137,2000,1. Not enrolled
6594,2000,1. Not enrolled
2690,2000,1. Not enrolled
7324,2000,3. 4-year college
8193,2000,1. Not enrolled
2557,2000,1. Not enrolled
2918,2000,3. 4-year college
8549,2000,1. Not enrolled
5627,2000,1. Not enrolled
266,2000,2. 2-year college 
1455,2000,1. Not enrolled
1156,2000,1. Not enrolled
7412,2000,1. Not enrolled
5301,2000,1. Not enrolled
1852,2000,1. Not enrolled
2043,2000,1. Not enrolled
878,2000,1. Not enrolled
1211,2000,1. Not enrolled
6291,2000,1. Not enrolled
1671,2000,2. 2-year college 
8508,2000,1. Not enrolled
5087,2000,2. 2-year college 
5915,2000,3. 4-year college
3556,2000,1. Not enrolled
1914,2000,1. Not enrolled
8379,2000,1. Not enrolled
23,2000,1. Not enrolled
536,2000,1. Not enrolled
2707,2000,1. Not enrolled
4478,2000,3. 4-year college
6010,2000,1. Not enrolled
3151,2000,1. Not enrolled
48,2000,1. Not enrolled
2015,2000,1. Not enrolled
3661,2000,2. 2-year college 
3770,2000,1. Not enrolled
8325,2000,1. Not enrolled
3875,2000,3. 4-year college
6078,2000,1. Not enrolled
5420,2000,1. Not enrolled
4087,2000,3. 4-year college
8019,2000,1. Not enrolled
6120,2000,3. 4-year college
5473,2000,3. 4-year college
5005,2000,1. Not enrolled
7552,2000,1. Not enrolled
5418,2000,2. 2-year college 
7418,2000,2. 2-year college 
8008,2000,1. Not enrolled
2900,2000,3. 4-year college
5509,2000,1. Not enrolled
2777,2000,3. 4-year college
8240,2000,1. Not enrolled
762,2000,3. 4-year college
1879,2000,1. Not enrolled
8198,2000,2. 2-year college 
6963,2000,1. Not enrolled
1588,2000,1. Not enrolled
2311,2000,1. Not enrolled
2457,2000,1. Not enrolled
3231,2000,1. Not enrolled
7625,2000,1. Not enrolled
5249,2000,3. 4-year college
4184,2000,1. Not enrolled
2364,2000,1. Not enrolled
6533,2000,1. Not enrolled
8237,2000,1. Not enrolled
3351,2000,1. Not enrolled
6085,2000,2. 2-year college 
4160,2000,3. 4-year college
1226,2000,1. Not enrolled
3730,2000,1. Not enrolled
2751,2000,1. Not enrolled
1085,2000,2. 2-year college 
6914,2000,1. Not enrolled
8360,2000,1. Not enrolled
5227,2000,1. Not enrolled
8907,2000,2. 2-year college 
1339,2000,1. Not enrolled
3545,2000,1. Not enrolled
8527,2000,1. Not enrolled
6492,2000,1. Not enrolled
7711,2000,1. Not enrolled
1832,2000,1. Not enrolled
8692,2000,1. Not enrolled
5086,2000,2. 2-year college 
912,2000,3. 4-year college
7822,2000,1. Not enrolled
32,2000,3. 4-year college
6312,2000,3. 4-year college
1097,2000,1. Not enrolled
4852,2000,3. 4-year college
96,2000,3. 4-year college
9014,2000,1. Not enrolled
3652,2000,1. Not enrolled
4168,2000,1. Not enrolled
4284,2000,1. Not enrolled
8905,2000,1. Not enrolled
2425,2000,3. 4-year college
2142,2000,1. Not enrolled
2743,2000,1. Not enrolled
193,2000,1. Not enrolled
8950,2000,1. Not enrolled
2982,2000,3. 4-year college
3499,2000,1. Not enrolled
240,2000,1. Not enrolled
5021,2000,1. Not enrolled
7386,2000,3. 4-year college
6224,2000,1. Not enrolled
8308,2000,1. Not enrolled
8476,2000,1. Not enrolled
3017,2000,1. Not enrolled
8768,2000,3. 4-year college
6830,2000,2. 2-year college 
5567,2000,1. Not enrolled
3212,2000,1. Not enrolled
2643,2000,1. Not enrolled
4982,2000,1. Not enrolled
5644,2000,3. 4-year college
5368,2000,1. Not enrolled
8125,2000,1. Not enrolled
3211,2000,1. Not enrolled
7730,2000,1. Not enrolled
2776,2000,1. Not enrolled
1498,2000,1. Not enrolled
1142,2000,1. Not enrolled
6042,2000,1. Not enrolled
1202,2000,1. Not enrolled
6357,2000,
5989,2000,1. Not enrolled
7616,2000,3. 4-year college
5476,2000,2. 2-year college 
7030,2000,3. 4-year college
7076,2000,3. 4-year college
7149,2000,1. Not enrolled
8005,2000,1. Not enrolled
231,2000,1. Not enrolled
1638,2000,1. Not enrolled
7060,2000,1. Not enrolled
1535,2000,1. Not enrolled
3619,2000,1. Not enrolled
8473,2000,1. Not enrolled
2411,2000,1. Not enrolled
6263,2000,1. Not enrolled
7146,2000,1. Not enrolled
4549,2000,1. Not enrolled
2667,2000,1. Not enrolled
1031,2000,1. Not enrolled
8554,2000,1. Not enrolled
4200,2000,1. Not enrolled
8108,2000,1. Not enrolled
4680,2000,1. Not enrolled
3083,2000,1. Not enrolled
638,2000,1. Not enrolled
6690,2000,1. Not enrolled
5753,2000,1. Not enrolled
4203,2000,1. Not enrolled
2368,2000,2. 2-year college 
1936,2000,1. Not enrolled
9020,2000,3. 4-year college
6450,2000,
778,2000,1. Not enrolled
1182,2000,1. Not enrolled
1666,2000,1. Not enrolled
8313,2000,1. Not enrolled
4187,2000,1. Not enrolled
4180,2000,1. Not enrolled
7796,2000,1. Not enrolled
4759,2000,1. Not enrolled
1623,2000,1. Not enrolled
6582,2000,1. Not enrolled
1993,2000,1. Not enrolled
5208,2000,1. Not enrolled
5254,2000,1. Not enrolled
2883,2000,1. Not enrolled
5536,2000,3. 4-year college
2280,2000,1. Not enrolled
8954,2000,1. Not enrolled
1697,2000,1. Not enrolled
948,2000,1. Not enrolled
1558,2000,1. Not enrolled
7047,2000,1. Not enrolled
2543,2000,2. 2-year college 
2452,2000,1. Not enrolled
6451,2000,1. Not enrolled
5157,2000,1. Not enrolled
5563,2000,1. Not enrolled
6475,2000,1. Not enrolled
4158,2000,3. 4-year college
2076,2000,1. Not enrolled
4121,2000,1. Not enrolled
2623,2000,1. Not enrolled
8118,2000,1. Not enrolled
3849,2000,1. Not enrolled
5591,2000,1. Not enrolled
3815,2000,3. 4-year college
5178,2000,3. 4-year college
2383,2000,1. Not enrolled
3620,2000,1. Not enrolled
4380,2000,3. 4-year college
3160,2000,1. Not enrolled
5821,2000,1. Not enrolled
6099,2000,1. Not enrolled
4871,2000,3. 4-year college
8226,2000,1. Not enrolled
6480,2000,1. Not enrolled
2896,2000,
4756,2000,3. 4-year college
12,2000,1. Not enrolled
1850,2000,1. Not enrolled
7106,2000,1. Not enrolled
70,2000,2. 2-year college 
5653,2000,1. Not enrolled
4908,2000,1. Not enrolled
4063,2000,1. Not enrolled
6290,2000,1. Not enrolled
2206,2000,1. Not enrolled
7861,2000,1. Not enrolled
1695,2000,1. Not enrolled
4496,2000,1. Not enrolled
261,2000,1. Not enrolled
8849,2000,2. 2-year college 
1798,2000,1. Not enrolled
6765,2000,1. Not enrolled
3541,2000,1. Not enrolled
4286,2000,1. Not enrolled
1774,2000,1. Not enrolled
5273,2000,
1487,2000,3. 4-year college
5546,2000,1. Not enrolled
7107,2000,1. Not enrolled
280,2000,1. Not enrolled
246,2000,3. 4-year college
8565,2000,3. 4-year college
5843,2000,3. 4-year college
6696,2000,1. Not enrolled
6040,2000,1. Not enrolled
5188,2000,1. Not enrolled
8809,2000,1. Not enrolled
127,2000,3. 4-year college
8053,2000,1. Not enrolled
7235,2000,1. Not enrolled
3684,2000,1. Not enrolled
3431,2000,3. 4-year college
6725,2000,
7037,2000,2. 2-year college 
5412,2000,1. Not enrolled
8869,2000,1. Not enrolled
4988,2000,1. Not enrolled
2374,2000,1. Not enrolled
5604,2000,1. Not enrolled
3074,2000,1. Not enrolled
2063,2000,3. 4-year college
1674,2000,1. Not enrolled
991,2000,1. Not enrolled
1195,2000,1. Not enrolled
1045,2000,1. Not enrolled
8186,2000,1. Not enrolled
7655,2000,1. Not enrolled
6307,2000,1. Not enrolled
300,2000,1. Not enrolled
7473,2000,1. Not enrolled
2190,2000,1. Not enrolled
4899,2000,3. 4-year college
6435,2000,1. Not enrolled
4839,2000,1. Not enrolled
6428,2000,1. Not enrolled
8129,2000,1. Not enrolled
6840,2000,
2324,2000,1. Not enrolled
651,2000,1. Not enrolled
2391,2000,1. Not enrolled
6679,2000,1. Not enrolled
610,2000,1. Not enrolled
3377,2000,1. Not enrolled
5236,2000,3. 4-year college
6954,2000,1. Not enrolled
7464,2000,1. Not enrolled
6653,2000,1. Not enrolled
2279,2000,1. Not enrolled
737,2000,3. 4-year college
6770,2000,1. Not enrolled
3804,2000,
5205,2000,3. 4-year college
1131,2000,1. Not enrolled
1023,2000,1. Not enrolled
444,2000,1. Not enrolled
8001,2000,1. Not enrolled
3839,2000,1. Not enrolled
8051,2000,1. Not enrolled
1849,2000,1. Not enrolled
3610,2000,3. 4-year college
792,2000,2. 2-year college 
3474,2000,1. Not enrolled
8419,2000,1. Not enrolled
4240,2000,1. Not enrolled
2796,2000,1. Not enrolled
4572,2000,1. Not enrolled
446,2000,1. Not enrolled
7774,2000,2. 2-year college 
511,2000,1. Not enrolled
8583,2000,1. Not enrolled
6891,2000,1. Not enrolled
7122,2000,1. Not enrolled
425,2000,3. 4-year college
4504,2000,1. Not enrolled
4065,2000,1. Not enrolled
1009,2000,2. 2-year college 
5372,2000,1. Not enrolled
5635,2000,1. Not enrolled
6271,2000,1. Not enrolled
6788,2000,1. Not enrolled
8000,2000,1. Not enrolled
2660,2000,3. 4-year college
8042,2000,1. Not enrolled
2565,2000,3. 4-year college
6096,2000,1. Not enrolled
6299,2000,1. Not enrolled
5935,2000,1. Not enrolled
4370,2000,3. 4-year college
2951,2000,1. Not enrolled
6579,2000,1. Not enrolled
3215,2000,2. 2-year college 
793,2000,1. Not enrolled
7582,2000,3. 4-year college
8175,2000,1. Not enrolled
3025,2000,1. Not enrolled
4939,2000,3. 4-year college
924,2000,3. 4-year college
7896,2000,1. Not enrolled
6469,2000,1. Not enrolled
2518,2000,1. Not enrolled
6258,2000,3. 4-year college
1028,2000,1. Not enrolled
213,2000,2. 2-year college 
2513,2000,3. 4-year college
6952,2000,1. Not enrolled
5164,2000,1. Not enrolled
7628,2000,1. Not enrolled
8228,2000,1. Not enrolled
7900,2000,1. Not enrolled
2034,2000,
1387,2000,1. Not enrolled
439,2000,1. Not enrolled
3717,2000,1. Not enrolled
7640,2000,1. Not enrolled
2371,2000,1. Not enrolled
1794,2000,1. Not enrolled
554,2000,1. Not enrolled
1392,2000,1. Not enrolled
3041,2000,1. Not enrolled
8587,2000,1. Not enrolled
3913,2000,1. Not enrolled
8346,2000,1. Not enrolled
2731,2000,3. 4-year college
1335,2000,3. 4-year college
993,2000,1. Not enrolled
5112,2000,1. Not enrolled
6727,2000,1. Not enrolled
6562,2000,1. Not enrolled
598,2000,1. Not enrolled
8047,2000,1. Not enrolled
5098,2000,1. Not enrolled
1404,2000,1. Not enrolled
1888,2000,1. Not enrolled
6604,2000,1. Not enrolled
3769,2000,1. Not enrolled
7639,2000,2. 2-year college 
4513,2000,1. Not enrolled
4860,2000,1. Not enrolled
8258,2000,1. Not enrolled
6266,2000,1. Not enrolled
8181,2000,1. Not enrolled
7359,2000,1. Not enrolled
2342,2000,1. Not enrolled
1875,2000,1. Not enrolled
436,2000,1. Not enrolled
2056,2000,1. Not enrolled
5686,2000,1. Not enrolled
1751,2000,3. 4-year college
4047,2000,1. Not enrolled
6592,2000,1. Not enrolled
7162,2000,2. 2-year college 
2868,2000,1. Not enrolled
3488,2000,1. Not enrolled
5383,2000,1. Not enrolled
6596,2000,1. Not enrolled
2878,2000,3. 4-year college
5700,2000,1. Not enrolled
7493,2000,1. Not enrolled
6464,2000,1. Not enrolled
3061,2000,1. Not enrolled
3125,2000,3. 4-year college
7189,2000,1. Not enrolled
244,2000,1. Not enrolled
2169,2000,1. Not enrolled
4525,2000,1. Not enrolled
6240,2000,3. 4-year college
6190,2000,3. 4-year college
5806,2000,1. Not enrolled
5154,2000,1. Not enrolled
1777,2000,1. Not enrolled
3421,2000,1. Not enrolled
8376,2000,1. Not enrolled
7374,2000,1. Not enrolled
2503,2000,3. 4-year college
4408,2000,1. Not enrolled
4295,2000,1. Not enrolled
4144,2000,1. Not enrolled
809,2000,1. Not enrolled
5014,2000,1. Not enrolled
7873,2000,1. Not enrolled
2231,2000,1. Not enrolled
4462,2000,1. Not enrolled
8404,2000,1. Not enrolled
7558,2000,2. 2-year college 
2604,2000,1. Not enrolled
314,2000,1. Not enrolled
6460,2000,1. Not enrolled
1762,2000,
4018,2000,3. 4-year college
2838,2000,3. 4-year college
1528,2000,1. Not enrolled
572,2000,2. 2-year college 
8279,2000,1. Not enrolled
4235,2000,3. 4-year college
557,2000,2. 2-year college 
589,2000,1. Not enrolled
7956,2000,1. Not enrolled
7343,2000,1. Not enrolled
5530,2000,1. Not enrolled
4972,2000,1. Not enrolled
6126,2000,1. Not enrolled
5082,2000,2. 2-year college 
2705,2000,1. Not enrolled
57,2000,1. Not enrolled
4031,2000,1. Not enrolled
1214,2000,1. Not enrolled
2754,2000,1. Not enrolled
4695,2000,1. Not enrolled
1985,2000,1. Not enrolled
1066,2000,1. Not enrolled
8734,2000,1. Not enrolled
2593,2000,1. Not enrolled
1295,2000,3. 4-year college
4851,2000,1. Not enrolled
2334,2000,3. 4-year college
2099,2000,1. Not enrolled
8472,2000,1. Not enrolled
2970,2000,1. Not enrolled
208,2000,1. Not enrolled
5449,2000,1. Not enrolled
1492,2000,3. 4-year college
71,2000,1. Not enrolled
7409,2000,1. Not enrolled
6244,2000,3. 4-year college
6427,2000,1. Not enrolled
8253,2000,1. Not enrolled
4349,2000,1. Not enrolled
2916,2000,1. Not enrolled
4115,2000,1. Not enrolled
2025,2000,1. Not enrolled
4764,2000,1. Not enrolled
7672,2000,1. Not enrolled
2531,2000,1. Not enrolled
148,2000,1. Not enrolled
8509,2000,1. Not enrolled
5351,2000,1. Not enrolled
1154,2000,1. Not enrolled
5012,2000,1. Not enrolled
4393,2000,1. Not enrolled
8388,2000,1. Not enrolled
7040,2000,1. Not enrolled
8405,2000,1. Not enrolled
812,2000,1. Not enrolled
8514,2000,1. Not enrolled
2859,2000,1. Not enrolled
883,2000,1. Not enrolled
2479,2000,3. 4-year college
3008,2000,1. Not enrolled
601,2000,1. Not enrolled
7077,2000,1. Not enrolled
4820,2000,3. 4-year college
8894,2000,3. 4-year college
555,2000,1. Not enrolled
3163,2000,1. Not enrolled
4643,2000,3. 4-year college
7193,2000,3. 4-year college
6108,2000,1. Not enrolled
8533,2000,1. Not enrolled
8953,2000,1. Not enrolled
4429,2000,1. Not enrolled
7291,2000,1. Not enrolled
4785,2000,1. Not enrolled
6553,2000,1. Not enrolled
3550,2000,3. 4-year college
5799,2000,2. 2-year college 
8763,2000,3. 4-year college
4733,2000,1. Not enrolled
8063,2000,1. Not enrolled
7995,2000,3. 4-year college
1764,2000,
8622,2000,1. Not enrolled
8152,2000,1. Not enrolled
618,2000,1. Not enrolled
4136,2000,3. 4-year college
852,2000,1. Not enrolled
5271,2000,1. Not enrolled
7846,2000,2. 2-year college 
7998,2000,1. Not enrolled
566,2000,1. Not enrolled
8250,2000,1. Not enrolled
7387,2000,1. Not enrolled
8069,2000,1. Not enrolled
170,2000,1. Not enrolled
5622,2000,1. Not enrolled
2088,2000,3. 4-year college
981,2000,1. Not enrolled
129,2000,3. 4-year college
1264,2000,1. Not enrolled
7909,2000,1. Not enrolled
2270,2000,3. 4-year college
3916,2000,1. Not enrolled
1324,2000,1. Not enrolled
4269,2000,1. Not enrolled
8657,2000,1. Not enrolled
1707,2000,
8395,2000,1. Not enrolled
1577,2000,
3387,2000,1. Not enrolled
8386,2000,1. Not enrolled
1233,2000,1. Not enrolled
3170,2000,3. 4-year college
1126,2000,3. 4-year college
4189,2000,1. Not enrolled
8662,2000,1. Not enrolled
7608,2000,1. Not enrolled
6421,2000,1. Not enrolled
5522,2000,1. Not enrolled
5891,2000,1. Not enrolled
4466,2000,1. Not enrolled
3043,2000,1. Not enrolled
2824,2000,1. Not enrolled
4436,2000,1. Not enrolled
8422,2000,1. Not enrolled
1475,2000,1. Not enrolled
7157,2000,1. Not enrolled
2044,2000,3. 4-year college
7260,2000,1. Not enrolled
1656,2000,1. Not enrolled
1248,2000,1. Not enrolled
4996,2000,1. Not enrolled
3273,2000,2. 2-year college 
4377,2000,3. 4-year college
8880,2000,3. 4-year college
5255,2000,1. Not enrolled
2498,2000,1. Not enrolled
2797,2000,3. 4-year college
438,2000,1. Not enrolled
1050,2000,1. Not enrolled
2749,2000,1. Not enrolled
8282,2000,1. Not enrolled
1079,2000,2. 2-year college 
3748,2000,2. 2-year college 
8199,2000,1. Not enrolled
5498,2000,3. 4-year college
8382,2000,1. Not enrolled
3334,2000,1. Not enrolled
1075,2000,3. 4-year college
5161,2000,1. Not enrolled
8128,2000,1. Not enrolled
998,2000,1. Not enrolled
6654,2000,1. Not enrolled
719,2000,3. 4-year college
4576,2000,1. Not enrolled
2672,2000,3. 4-year college
237,2000,1. Not enrolled
6179,2000,1. Not enrolled
494,2000,1. Not enrolled
5672,2000,2. 2-year college 
58,2000,1. Not enrolled
7908,2000,1. Not enrolled
5642,2000,3. 4-year college
1705,2000,1. Not enrolled
1857,2000,1. Not enrolled
4708,2000,1. Not enrolled
1149,2000,1. Not enrolled
3004,2000,3. 4-year college
652,2000,1. Not enrolled
172,2000,1. Not enrolled
7344,2000,1. Not enrolled
1507,2000,
3175,2000,3. 4-year college
4222,2000,3. 4-year college
4937,2000,1. Not enrolled
7422,2000,2. 2-year college 
6500,2000,1. Not enrolled
8807,2000,3. 4-year college
1363,2000,1. Not enrolled
3466,2000,1. Not enrolled
6252,2000,1. Not enrolled
2147,2000,1. Not enrolled
8436,2000,1. Not enrolled
7899,2000,1. Not enrolled
8499,2000,1. Not enrolled
7649,2000,1. Not enrolled
5324,2000,1. Not enrolled
8917,2000,1. Not enrolled
5983,2000,1. Not enrolled
2861,2000,1. Not enrolled
932,2000,1. Not enrolled
4943,2000,1. Not enrolled
1603,2000,2. 2-year college 
2136,2000,2. 2-year college 
7253,2000,1. Not enrolled
8931,2000,1. Not enrolled
8855,2000,1. Not enrolled
4397,2000,1. Not enrolled
2235,2000,1. Not enrolled
4881,2000,1. Not enrolled
2149,2000,1. Not enrolled
828,2000,1. Not enrolled
4127,2000,1. Not enrolled
1337,2000,1. Not enrolled
3899,2000,2. 2-year college 
8671,2000,1. Not enrolled
1476,2000,1. Not enrolled
608,2000,1. Not enrolled
4066,2000,1. Not enrolled
8816,2000,1. Not enrolled
1835,2000,1. Not enrolled
6462,2000,1. Not enrolled
3035,2000,1. Not enrolled
5541,2000,3. 4-year college
3787,2000,1. Not enrolled
7509,2000,1. Not enrolled
4265,2000,3. 4-year college
1201,2000,1. Not enrolled
471,2000,1. Not enrolled
8427,2000,1. Not enrolled
845,2000,3. 4-year college
4554,2000,1. Not enrolled
3621,2000,1. Not enrolled
821,2000,1. Not enrolled
5800,2000,1. Not enrolled
2035,2000,1. Not enrolled
7313,2000,3. 4-year college
748,2000,1. Not enrolled
7710,2000,1. Not enrolled
7411,2000,1. Not enrolled
2468,2000,1. Not enrolled
922,2000,3. 4-year college
5330,2000,1. Not enrolled
954,2000,2. 2-year college 
136,2000,1. Not enrolled
1083,2000,3. 4-year college
4597,2000,1. Not enrolled
1622,2000,1. Not enrolled
2030,2000,3. 4-year college
6850,2000,1. Not enrolled
1986,2000,1. Not enrolled
8276,2000,1. Not enrolled
4875,2000,1. Not enrolled
7067,2000,1. Not enrolled
7701,2000,1. Not enrolled
2372,2000,2. 2-year college 
7172,2000,1. Not enrolled
6607,2000,1. Not enrolled
3650,2000,1. Not enrolled
2975,2000,2. 2-year college 
7382,2000,1. Not enrolled
2072,2000,1. Not enrolled
5467,2000,1. Not enrolled
5263,2000,1. Not enrolled
2607,2000,3. 4-year college
4086,2000,1. Not enrolled
3942,2000,1. Not enrolled
3485,2000,1. Not enrolled
5040,2000,3. 4-year college
6818,2000,1. Not enrolled
4164,2000,
1169,2000,1. Not enrolled
2628,2000,1. Not enrolled
8600,2000,1. Not enrolled
