id,creator,title,birth_year,death_year,collection,type,creation_date
151544,"Maurice Quentin de La Tour (French, 1704-1788)","Jacques Dumont, called Le Romain",1704,1788,DR - French,Drawing,c. 1742
143462,"Zhao Zhong (Chinese, second half of the 1300s)",Ink Flowers,1345,1405,ASIAN - Handscroll,Painting,1361
150501,"François Boucher (French, 1703-1770)",The Departure of Jacob,1703,1770,DR - French,Drawing,c. 1755
119615,"Michelangelo Buonarroti (Italian, 1475-1564)",Study for the Nude Youth over the Prophet Daniel (recto),1475,1564,DR - Italian,Drawing,1510-1511
94974,"Antimenes Painter (Greek, Attic, active c. 530-510 BC)",Fragment from Black-Figure Neck-Amphora of Panathenaic Shape (Storage Vessel): Apollo and Zeus,,,GR - Greek,Ceramic,c. 520 BC
94978,"Antimenes Painter (Greek, Attic, active c. 530-510 BC)",Fragment from Black-Figure Neck-Amphora of Panathenaic Shape (Storage Vessel): Apollo with Lyre,,,GR - Greek,Ceramic,c. 520 BC
117503,Master of Elsloo (Netherlandish),Saint Andrew,,,MED - Gothic,Sculpture,c. 1515-1520
393706,"Benjamin Pyne (English, active 1693-1727)",Bowl,,,Decorative Arts,Silver,1715-16
393707,"Benjamin Pyne (English, active 1693-1727)",Rim for a Monteith Bowl,,,Decorative Arts,Silver,1715-16
109495,"Claude Lorrain (French, 1604-1682)",View of the Acqua Acetosa (recto),1604,1682,DR - French,Drawing,c. 1645
128459,"Tawaraya Sōtatsu (Japanese, c. 1570-c. 1640)",The Beach at Sumiyoshi from the Tales of Ise,c. 1570,c. 1640,ASIAN - Album leaf,Painting,c. 1634
135469,"Odilon Redon (French, 1840-1916)",Vase of Flowers,1840,1916,DR - French,Drawing,1916
135592,"Sesson Shūkei (Japanese, 1504-1589)",Dragon and Tiger,1504,1589,ASIAN - Folding screen,Painting,mid- to late 1500s
143283,"Johann Wolfgang Baumgartner (German, 1712-1761)",Saint Deicolus and the Boar,1712,1761,DR - German,Drawing,1747-48
148672,"Edgar Degas (French, 1834-1917)",Angel Blowing a Trumpet,1834,1917,DR - French,Drawing,1857-1859
160084,"Jusepe de Ribera (Spanish, 1591-1652)",St. Sebastian,1591,1652,DR - Spanish,Drawing,1626-30
143206,"Hyacinthe Rigaud (French, 1659-1743)",Portrait of Cardinal Guillaume Dubois,1659,1743,P - French 18th Century,Painting,1723
134949,"Alessandro Algardi (Italian, 1598-1654)",Portrait of Pope Innocent X Pamphili,1598,1654,Sculpture,Sculpture,designed 1647-1648; cast 1650-1700
109291,The Bateman Group,Black-Figure Amphora (Type B; Storage Vessel): Battling Warriors (A); Dionysos and Satyrs (B),,,GR - Greek,Ceramic,c. 530-520 BC
109291,"Lysippides Painter (Greek, Attic, active c. 530-515 BC)",Black-Figure Amphora (Type B; Storage Vessel): Battling Warriors (A); Dionysos and Satyrs (B),,,GR - Greek,Ceramic,c. 530-520 BC
125895,"Frans Hals (Dutch, c. 1581-1666)","Portrait of a Woman, probably Aeltje Dircksdr. Pater",c. 1581,1666,P - Netherlandish-Dutch,Painting,1638
170835,Bishandas (Indian),Nur Jahan Holding a Portrait of Emperor Jahangir,,,Indian Art - Mughal,Painting,c. 1627
160138,"Xu Ben (Chinese, 1335-1380)",Streams and Mountains,1335,1380,ASIAN - Hanging scroll,Painting,1372
101358,"Hashim (Indian, active 1598-c.1650)",Shah Jahan,,,Indian Art,Painting,c. 1630
128286,"Wolfgang Huber (Austrian, 1490-1553)",View of a Castle (recto),1490,1553,DR - Austrian,Drawing,1513
108537,"Pietro Vannini (Italian, 1413/14-1495/96)",Processional Cross,1413/14,1495/96,MED - Renaissance,Metalwork,c. 1440-1450
146725,"Antoine-Jean Gros (French, 1771-1835)","General Jean-Baptiste Kléber and Egyptian Family (Sketches for ""The Battle of the Pyramids"") ",1771,1835,Mod Euro - Painting 1800-1960,Painting,c. 1835
95327,"Jean-Baptiste Oudry (French, 1686-1755)",Small Sword,1686,1755,MED - Arms & Armor,Arms and Armor,c.1750-1760
97972,"Bristol Porcelain Factory (British, 1770-81)",Figure of Autumn from the Four Seasons,,,Decorative Arts,Ceramic,c. 1775
97975,"Bristol Porcelain Factory (British, 1770-81)",Figure of Winter from the Four Seasons,,,Decorative Arts,Ceramic,c. 1775
122925,"Paul Storr (British, 1771-1844)",Wine Ewer,1771,1844,Decorative Arts,Silver,1815
122925,"Rundell, Bridge and Rundell (British, 1797-1834)",Wine Ewer,1797,1834,Decorative Arts,Silver,1815
124131,the Patanazzi Family (Italian),Saltcellar,,,Decorative Arts,Ceramic,c. 1570-90
124132,the Patanazzi Family (Italian),Saltcellar,,,Decorative Arts,Ceramic,c. 1570-90
137119,"Adam Dircksz (Netherlandish, active c. 1500)",Prayer Nut with Scenes from the Life of St. James the Greater,,,MED - Gothic,Sculpture,c. 1500-1530
137119,Workshop,Prayer Nut with Scenes from the Life of St. James the Greater,,,MED - Gothic,Sculpture,c. 1500-1530
143820,"Paul Storr (British, 1771-1844)",Tureen,1771,1844,Decorative Arts,Silver,1812
143821,"Paul Storr (British, 1771-1844)",Cover for a Tureen,1771,1844,Decorative Arts,Silver,1812
143916,"Peter Bateman (British, 1740-1825)",Trophy Cup and Cover,1740,1825,Decorative Arts,Silver,1792-1793
143916,"Anne Bateman (British, 1748-1813)",Trophy Cup and Cover,1748,1813,Decorative Arts,Silver,1792-1793
148725,"Thomas Heming (British, 1722/23-1801)",Box,1722/23,1801,Decorative Arts,Silver,1771
149043,"Henry Adnet (French, 1745)",Cover for a Tureen,,1745,Decorative Arts,Silver,1735-38
149043,"Juste-Aurèle Meissonnier (French, 1695-1750)",Cover for a Tureen,1695,1750,Decorative Arts,Silver,1735-38
149044,"Juste-Aurèle Meissonnier (French, 1695-1750)",Stand for a Covered Tureen,1695,1750,Decorative Arts,Silver,1735-38
149044,Pierre-François Bonnestrenne (French),Stand for a Covered Tureen,,,Decorative Arts,Silver,1735-38
150698,WW (British),Dish,,,Decorative Arts,Silver,1673
155819,"Henry Raeburn (Scottish, 1756-1823)",Portrait of Hugh Hope,1756,1823,Mod Euro - Painting 1800-1960,Painting,c. 1810
160037,"Tiffany Glass & Decorating Company (American, New York, 1892–1902)",Nautilus Reading Lamp,,,Decorative Arts,Metalwork,c. 1899-1902
162195,"Anne-Louis Girodet de Roucy-Trioson (French, 1767-1824)",Aurora and Cephalus,1767,1824,Mod Euro - Painting 1800-1960,Painting,c.1810
167401,"House of Fabergé (Russian, 1842-1918)",Cigarette Case,1842,1918,Decorative Arts,Miscellaneous,c.1885
167401,"Eric August Kollin (Russian, 1836-1901)",Cigarette Case,1836,1901,Decorative Arts,Miscellaneous,c.1885
170811,"Girolamo della Robbia (Italian, 1488-1566)",Bust of a Classical Hero or Emperor,1488,1566,Sculpture,Sculpture,early to mid 16th century
287950,"André Masson (French, 1896-1987)",Paysage au serpent (Landscape with Snake),1896,1987,Mod Euro - Painting 1800-1960,Painting,1927
300665,"Walter Crane (British, 1845-1915)",Vase,1845,1915,Decorative Arts,Ceramic,1889
300665,"Maw & Co. (British (modern), 1850-1969)",Vase,1850,1969,Decorative Arts,Ceramic,1889
140325,"Théodore Géricault (French, 1791-1824)",Sheet of Sketches (recto) Sheet of Sketches (verso),1791,1824,DR - French,Drawing,1819
123306,Painter of the Royal Procession (Italian),Plate Depicting Christ’s Passion,,,Decorative Arts,Ceramic,c. 1510
127474,"Maestro Giorgio Andreoli (Italian, 1465?-1553)",Plate Depicting the Myth of Cadmus,1465-70,aft 1553,Decorative Arts,Ceramic,1526
150839,"Frans Francken (Flemish, 1581-1642)",The Triumph of Neptune and Amphitrite,1581,1642,P - Netherlandish-Flemish,Painting,1630s
156495,"Philip Guston (American, 1913-1980)",Scroll,1913,1980,CONTEMP - Painting,Painting,1978
157217,"Abraham Bloemaert (Dutch, 1564-1651)",Charity,1564,1651,P - Netherlandish-Dutch,Painting,c. 1590
375546,"Jenny Holzer (American, 1950-)",Laments: Death came and he looked like... (Sarcophagus),1950,,CONTEMP - Sculpture,Mixed Media,1987
375547,"Jenny Holzer (American, 1950-)",Laments: Death came and he looked like... (Sarcophagus coffin),1950,,CONTEMP - Sculpture,Mixed Media,1987
375549,"Jenny Holzer (American, 1950-)",Laments: Death came and he looked like... (sign),1950,,CONTEMP - Sculpture,Mixed Media,1987
142739,"Mikhail Evlampievich Perkhin (Russian, 1860-1903)",Parrot from the Parrot on a Perch,1860,1903,Decorative Arts,Miscellaneous,1896-1903
142739,"House of Fabergé (Russian, 1842-1918)",Parrot from the Parrot on a Perch,1842,1918,Decorative Arts,Miscellaneous,1896-1903
142740,"Mikhail Evlampievich Perkhin (Russian, 1860-1903)",Perch for the Parrot on a Perch,1860,1903,Decorative Arts,Miscellaneous,1896-1903
142740,"House of Fabergé (Russian, 1842-1918)",Perch for the Parrot on a Perch,1842,1918,Decorative Arts,Miscellaneous,1896-1903
142662,"David Smith (American, 1906-1965)",Pilgrim,1906,1965,American - Sculpture,Sculpture,1957
95253,"John Constable (British, 1776-1837)","Hampstead Heath, Looking Toward Harrow",1776,1837,Mod Euro - Painting 1800-1960,Painting,c. 1821
112022,Saint Oswald Reliquary Workshop (German),"Monstrance with the ""Paten of Saint Bernward""",,,MED - Gothic,Metalwork,c. 1180-1190
141220,"Jean de Beaumetz (French, c. 1335-1396)",Calvary with a Carthusian Monk,c. 1335,1396,MED - Medieval Art,Painting,1389-1395
141754,"Harold M. Null (American, 1916-)",Vines,1916,1996,PH - American 1951-Present,Photograph,1965
169335,"Pae White (American, b. 1963)",Smoke,1963,,T - Contemporary Fiber Art,Textile,2011
145426,Lu Wenying (Chinese),River Village in a Rainstorm,,,ASIAN - Hanging scroll,Painting,c. 1480-1507
138360,"Gillis van Coninxloo (Netherlandish, 1544-1607)",Landscape with Venus and Adonis,1544,1607,P - Netherlandish-Flemish,Painting,1580s
127746,"Jacopo Tintoretto (Italian, 1518-1594)",Baptism of Christ,1518,1594,P - Italian 16th & 17th Century,Painting,1580s
130712,"Charles Burchfield (American, 1893-1967)","Study No. 1 for: Church Bells Ringing, Rainy Winter Night",1893,1967,DR - American 20th Century,Drawing,1917
148849,"Psiax (Greek, Attic, active c. 525-505 BC)","Red-Figure Eye Cup: Warriors (A), Musician and Youths (B)",,,GR - Greek,Ceramic,c. 520 BC
148849,Group of Leipzig T 3599,"Red-Figure Eye Cup: Warriors (A), Musician and Youths (B)",-590,-500,GR - Greek,Ceramic,c. 520 BC
150986,"Philipp Hackert (German, 1737-1807)",The Waterfall of Marmore at Terni,1737,1807,DR - German,Drawing,1776-78
157331,"Hendrick Goltzius (Dutch, 1558–1617)",Standing Officer Holding a Boar's Spear,1558,1617,DR - Dutch,Drawing,1586
128823,"Wenzel Jamnitzer I (German, 1508/09-1585)",Mortar,1508/09,1585,Sculpture,Sculpture,c. 1550-1560
128823,"Peter Flötner (German, 1485-1546)",Mortar,1485,1546,Sculpture,Sculpture,c. 1550-1560
128838,Master of the Schlägl Altarpiece (German),Altarpiece with The Passion of Christ,,,MED - Medieval Art,Painting,c. 1440s
128074,"Edouard Vuillard (French, 1868-1940)",Café Wepler,1868,1940,Mod Euro - Painting 1800-1960,Painting,"c. 1908-10, reworked in 1912"
144756,"Henri Fantin-Latour (French, 1836-1904)",Madame Lerolle,1836,1904,Mod Euro - Painting 1800-1960,Painting,1882
152765,"Richard Parkes Bonington (British, 1802-1828)","The Doge's Palace, Venice",1802,1828,Mod Euro - Painting 1800-1960,Painting,1826
162680,"Enoch Wood (British, 1759-1840)",Figure of Demosthenes,1759,1840,Decorative Arts,Ceramic,c. 1800
