locationid,latitude,longitude,stnelev,station,countryid
USR0000TPIN,31.8944,-104.7978,1640.1,PINERY_TEXAS,US
USR0000TPOS,32.85,-98.55,281.9,POSSUME_KINGDOM_TEXAS,US
USR0000TPRE,35.1303,-85.4278,585.2,PRENTICE_COOPER_SF_TENNESSEE,US
USR0000TRAT,31.395,-95.1361,91.4,RATCLIFF_TEXAS,US
USR0000TSAB,28.8647,-95.5678,6.4,SAN_BERNARD_TEXAS,US
USR0000TSBS,31.2803,-93.8386,101.2,SABINE_SOUTH_TEXAS,US
USR0000TSHI,35.155,-88.3217,128.0,SHILOH_NMP_TENNESSEE,US
USR0000TSOU,30.5403,-94.3411,30.5,SOUTHERN_ROUGH_TEXAS,US
USR0000TTEX,33.3739,-94.0456,61.0,TEXARKANA_TEXAS,US
USR0000TULE,39.35,-113.3847,1585.0,TULE_VALLEYDELTA_49W_UTAH,US
USR0000TVIC,28.8461,-96.9217,7.0,VICTORIA_TEXAS,US
USR0000TWES,35.84,-84.3308,378.0,LENOIR_CITY_TENNESSEE,US
USR0000TWOO,30.75,-94.4,115.8,WOODVILLE_TEXAS,US
USR0000UPRC,39.4678,-109.2836,2499.4,UPPER_PR_CANYON_UTAH,US
USR0000VASH,37.9864,-79.7594,786.4,LIME_KILN_VIRGINIA,US
USR0000VBAC,36.6833,-75.9333,365.8,BACK_BAY_VIRGINIA,US
USR0000VCHI,37.9333,-75.35,2.4,CHINCOTEAGUE_VIRGINIA,US
USR0000VCRA,37.5222,-80.0797,385.9,CRAIG_VALLEY_VIRGINIA,US
USR0000VELM,44.5431,-72.5294,365.8,ELMORE_VERMONT,US
USR0000VERN,40.0989,-112.4269,1676.4,VERNONVERNON_10N_UTAH,US
USR0000VESS,44.5078,-73.1156,103.6,ESSEX_JUNCTION_VERMONT,US
USR0000VFVA,38.8333,-78.4,243.8,FORT_VALLEY_VIRGINIA,US
USR0000VGDR,36.6128,-76.5542,9.1,GREAT_DISMAL_NWR_VIRGINIA,US
USR0000VJAM,37.25,-77.25,15.2,JAMES_RIVER_VIRGINIA,US
USR0000VNUL,44.77,-71.7017,379.5,NULHEGAN_VERMONT,US
USR0000VSWE,43.3333,-73.0333,203.6,SWEEZY_VERMONT,US
USR0000VVIE,37.8325,-81.0678,917.4,GRANDVIEW_WEST_VIRGINIA,US
USR0000VWIS,36.9681,-82.5597,771.1,WISE_VIRGINIA,US
USR0000WABE,46.35,-123.1,883.9,ABERNATHY_MOUNTAIN_WASHINGTON,US
USR0000WALD,46.2733,-117.495,1371.6,ALDER_RIDGE_WASHINGTON,US
USR0000WAND,42.4372,-108.9408,2475.0,ANDERSON_RIDGE_WYOMING,US
USR0000WANT,45.15,-89.15,456.9,ANTIGO_WISCONSIN,US
USR0000WAUG,44.6981,-91.1342,295.7,AUGUSTA_WISCONSIN,US
USR0000WBAR,46.4,-91.5,368.8,BARNES_WISCONSIN,US
USR0000WBEA,44.5972,-104.4275,1609.3,BEAR_LODGE_WYOMING,US
USR0000WBEC,44.15,-111.0467,1950.7,BECHLER_WYOMING,US
USR0000WBLA,47.4136,-124.1031,179.2,BLACK_KNOB_WASHINGTON,US
USR0000WBOY,44.9414,-107.7089,2359.2,BOYD_RIDGE_WYOMING,US
USR0000WBRF,44.3003,-90.835,255.4,BLACK_RIVER_FALLS_WISCONSIN,US
USR0000WBRO,48.5353,-118.6889,990.6,BROWN_MTN_ORCHARD_WASHINGTON,US
USR0000WBUH,43.8397,-110.3708,2511.6,BURRO_HILL_WYOMING,US
USR0000WBUR,44.7853,-107.5347,2360.1,BURGESS_WYOMING,US
USR0000WCA4,48.0181,-120.2342,1097.3,CAMP_4_WASHINGTON,US
USR0000WCAM,42.3458,-107.5528,2249.4,CAMP_CREEK_WYOMING,US
USR0000WCAN,45.9167,-122.1667,762.0,CANYON_CREEK_WASHINGTON,US
USR0000WCAR,46.3075,-122.9047,64.9,CASTLE_ROCK_WASHINGTON,US
USR0000WCAS,42.7131,-106.3461,2359.2,CASPER_MOUNTAIN_WYOMING,US
USR0000WCEC,48.9797,-117.6747,1325.9,CEDAR_CREEK_WASHINGTON,US
USR0000WCNW,46.8814,-119.3242,260.6,COLUMBIA_NWR_WASHINGTON,US
USR0000WCOU,47.9167,-123.1172,914.4,COUGAR_MOUNTAIN_WASHINGTON,US
USR0000WCOW,41.2708,-107.5819,2204.9,COW_CREEK_WYOMING,US
USR0000WCRA,44.8503,-109.6114,2015.3,CRANDALL_WYOMING,US
USR0000WDDG,43.1,-90.0,384.0,DODGEVILLE_WISCONSIN,US
USR0000WDEE,48.8019,-117.6103,1005.8,DEER_MOUNTAIN_WASHINGTON,US
USR0000WDEV,44.5817,-104.7194,1188.7,DEVILS_TOWER_WYOMING,US
USR0000WDIR,48.1156,-120.1031,1085.1,DOUGLAS_INGRAM_RIDGE_WASHINGTO,US
USR0000WDOD,41.9675,-105.5194,2164.1,DODGE_CREEK_WYOMING,US
USR0000WDOU,47.62,-119.8983,771.1,DOUGLAS_WASHINGTON,US
USR0000WDRC,45.9444,-121.9864,457.2,DRY_CREEK_SKAMANIA_WASHINGTO,US
USR0000WDRY,47.7333,-120.5333,1060.7,DRY_CREEK_WASHINGTON,US
USR0000WEAG,44.4856,-109.8964,2286.0,EAGLE_WYOMING,US
USR0000WECH,44.4667,-105.8461,1316.7,ECHETA_WYOMING,US
USR0000WENT,47.6744,-120.2108,242.6,ENTIAT_WASHINGTON,US
USR0000WESC,47.0378,-117.9472,503.8,ESCURE_WASHINGTON,US
USR0000WEST,42.4153,-105.3611,1990.3,ESTERBROOK_WYOMING,US
USR0000WFIR,48.6172,-120.1075,1676.4,FIRST_BUTTE_WASHINGTON,US
USR0000WFLO,48.2975,-117.4039,792.5,FLOWERY_TRAIL_WASHINGTON,US
USR0000WFTA,47.4536,-121.6658,478.5,FIRE_TRAINING_ACADEMY_WASHINGT,US
USR0000WGLI,46.14,-90.0,472.4,GLIDDEN_WISCONSIN,US
USR0000WGOH,48.2,-121.5,1036.3,GOLD_HILL_WASHINGTON,US
USR0000WGOL,48.1806,-118.4636,1428.3,GOLD_MOUNTAIN_WASHINGTON,US
USR0000WGRE,45.9917,-121.0833,1158.2,GRAYBACK_WASHINGTON,US
USR0000WHAG,46.5667,-121.6306,1097.3,HAGER_CREEK_WASHINGTON,US
USS0004B02S,47.2,-105.1833,865.6,LINDSAY_1,US
USS0004E01S,44.4,-104.4333,1987.3,WARREN_PEAK,US
USS0004E07S,44.4833,-104.4,1801.4,COLE_CANYON,US
USS0005G04S,42.4333,-105.8667,2552.7,LAPRELE_CREEK,US
USS0005G05S,42.2833,-105.5833,2407.9,WINDY_PEAK,US
USS0005H02S,41.2167,-105.3833,2539.0,CROW_CREEK,US
USS0005J04S,40.4,-105.85,2752.3,PHANTOM_VALLEY,US
USS0005J05S,40.2,-105.6,2913.9,WILD_BASIN,US
USS0005J06S,40.8,-105.7667,3115.1,DEADMAN_HILL,US
USS0005J08S,40.0333,-105.5667,3139.4,UNIVERSITY_CAMP,US
USS0005J10S,40.4167,-105.8167,3261.4,LAKE_IRENE,US
USS0005J12S,40.2333,-105.9167,2657.9,STILLWATER_CREEK,US
USS0005J18S,40.2,-105.5667,2621.3,COPELAND_LAKE,US
USS0005J37S,40.5333,-105.8833,3084.6,JOE_WRIGHT,US
USS0005J39S,40.3167,-105.65,2895.6,BEAR_LAKE,US
USS0005J40S,40.4333,-105.7333,3261.4,WILLOW_PARK,US
USS0005J41S,39.9333,-105.5833,2956.6,LAKE_ELDORA,US
USS0005J42S,40.0333,-105.55,3020.6,NIWOT,US
USS0005K05S,39.6667,-105.9,3474.7,LOVELAND_BASIN,US
USS0005K06S,39.9167,-105.75,2950.5,ARROW,US
USS0005K09S,39.65,-105.8667,3383.3,GRIZZLY_PEAK,US
USS0005K14S,39.8,-105.7833,3444.2,BERTHOUD_SUMMIT,US
USS0005K21S,39.7667,-105.9,3169.9,JONES_PASS,US
USS0005K26S,39.5667,-105.8,3340.6,JACKWHACKER_GULCH,US
USS0005K27S,39.65,-105.6,3230.9,ECHO_LAKE,US
USS0005K28S,39.4333,-105.9167,3230.9,MICHIGAN_CREEK,US
USS0005L11S,38.8833,-105.1,3493.0,GLEN_COVE,US
USS0005M03S,37.2167,-105.2,3200.4,CULEBRA_2,US
USS0005M08S,37.35,-105.2333,3310.1,TRINCHERA,US
USS0005M13S,37.9667,-105.5333,3291.8,SOUTH_COLONY,US
USS0005M14S,37.2167,-105.1167,3115.1,WHISKEY_CK,US
USS0005M16S,37.8333,-105.4333,2932.2,MEDANO_PASS,US
USS0005M17S,37.6167,-106.8333,3246.1,UTE_CREEK,US
USS0005N11S,36.7,-105.3333,3002.3,RED_RIVER_PASS_2,US
USS0005N16S,37.0,-105.25,3230.9,NORTH_COSTILLA,US
USS0005N18S,36.1833,-105.55,2987.0,GALLEGOS_PEAK,US
USS0005N19S,36.4667,-105.1833,3102.9,TOLBY,US
USS0005P02S,35.8333,-105.6667,2560.3,PANCHUELA,US
USS0005P04S,35.8,-105.7,2502.4,ELK_CABIN,US
USS0005P08S,35.7667,-105.5333,3389.4,WESNER_SPRINGS,US
USS0005P09S,35.7667,-105.7833,3488.4,SANTA_FE,US
USS0005R01S,33.4,-105.7833,3133.3,SIERRA_BLANCA,US
USS0006E03S,44.25,-106.9833,2548.1,HANSEN_SAWMILL,US
USS0006G01S,42.7333,-106.3167,2392.7,CASPER_MTN,US
USS0006G02S,42.5667,-106.0833,2590.8,RENO_HILL,US
USS0006H09S,41.1667,-106.9333,2819.4,WEBBER_SPRINGS,US
USS0006H10S,41.15,-107.9667,3023.6,OLD_BATTLE,US
USS0006H13S,41.3667,-106.2333,3115.1,BROOKLYN_LAKE,US
USS0006H19S,41.3333,-106.5,2572.5,SOUTH_BRUSH_CREEK,US
USS0006H20S,41.3333,-106.3667,3087.6,NORTH_FRENCH_CREEK,US
USS0006H22S,41.0,-106.9,2728.0,WHISKEY_PARK,US
USS0006H23S,41.4667,-106.2833,3063.2,SAND_LAKE,US
USS0006H24S,41.2333,-106.2333,2953.5,CINNABAR_PARK,US
USS0006H25S,41.0667,-106.9333,2717.3,LITTLE_SNAKE_RIVER,US
USS0006J01S,40.5333,-106.7833,2560.3,DRY_LAKE,US
USS0006J03S,40.4,-106.6,2792.0,COLUMBINE,US
USS0006J05S,40.35,-106.1,2907.8,WILLOW_CREEK_PASS,US
USS0006J06S,40.0833,-106.6667,2706.6,LYNX_PASS,US
USS0006J09S,40.3667,-106.7333,2865.1,RABBIT_EARS,US
USS0006J12S,40.8667,-106.05,2956.6,ROACH,US
USS0006J15S,40.85,-106.9667,2651.8,ELK_RIVER,US
USS0006J18S,40.2167,-106.5833,2816.4,BUFFALO_PARK,US
USS0006J19S,40.7833,-106.5833,2846.8,ZIRKEL,US
USS0006J20S,40.7,-106.0,2749.3,RAWAH,US
USS0006J27S,40.4,-105.95,3133.3,NEVER_SUMMER,US
USS0006J29S,40.5333,-106.6833,3200.4,TOWER,US
USS0006J38S,40.8167,-106.7667,2840.7,LOST_DOG,US
USS0006K01S,39.3667,-106.0667,3474.7,HOOSIER_PASS,US
USS0006K04S,39.0667,-106.6167,3230.9,INDEPENDENCE_PASS,US
USS0006K06S,39.3,-106.6,2651.8,NAST_LAKE,US
USS0006K08S,39.3833,-106.2,3474.7,FREMONT_PASS,US
USS0006K10S,39.2833,-106.55,3169.9,IVANHOE,US
USS0006K12S,39.7833,-106.0167,2743.2,MIDDLE_FORK_CAMP,US
USS0006K14S,39.7167,-106.1667,2865.1,SUMMIT_RANCH,US
USS0006K16S,39.3,-106.1167,3398.5,BUCKSKIN_JOE,US
USS0006K24S,39.4833,-106.1667,3200.4,COPPER_MOUNTAIN,US
USS0006K30S,39.3167,-106.6167,2926.1,KILN,US
USS0006K39S,39.6167,-106.3833,3139.4,VAIL_MOUNTAIN,US
USS0006K40S,39.0833,-106.5333,3230.9,BRUMLEY,US
USS0006K43S,39.0333,-106.0833,3157.7,ROUGH_AND_TUMBLE,US
USS0006K44S,39.6,-106.5333,2889.5,MCCOY_PARK,US
USS0006K45S,39.6,-106.5167,2590.8,BEAVER_CK_VILLAGE,US
USS0006L02S,38.8167,-106.5833,2926.1,PARK_CONE,US
USS0006L03S,38.4833,-106.3333,3279.6,PORPHYRY_CREEK,US
USS0006L11S,38.9,-106.95,3096.8,BUTTE,US
USS0006L13S,38.15,-106.5833,3054.1,COCHETOPA_PASS,US
USS0006M03S,37.4833,-106.8333,3087.6,UPPER_SAN_JUAN,US
USS0006M17S,37.4833,-106.8,3352.8,WOLF_CREEK_SUMMIT,US
USS0006M21S,37.4667,-106.5333,3541.8,GRAYBACK,US
USS0006M22S,37.0167,-106.45,3054.1,CUMBRES_TRESTLE,US
USS0006M23S,37.3833,-106.5333,3352.8,LILY_POND,US
USS0006N03S,36.95,-106.65,2560.3,CHAMITA,US
USS0006N04S,36.5167,-106.3167,2834.6,BATEMAN,US
USS0006N14S,36.7167,-106.2667,3048.0,HOPEWELL,US
USS0006N16S,36.0167,-106.8,2834.6,VACAS_LOCAS,US
USS0006P01S,35.9167,-106.3833,2895.6,QUEMAZON,US
USS0006P10S,36.0,-106.8333,2621.3,SENORITA_DIVIDE_2,US
USS0007E06S,44.1667,-107.1333,2889.5,POWDER_RIVER_PASS,US
USS0007E12S,44.7167,-107.4,2706.6,SUCKER_CREEK,US
USS0007E18S,44.6833,-107.5833,2849.9,BONE_SPRINGS_DIV,US
USS0007E21S,44.8,-107.85,2859.0,BALD_MTN,US
USS0007E22S,44.5667,-107.2,2435.4,BIG_GOOSE,US
USS0007E23S,44.5,-107.4333,2920.0,SHELL_CREEK,US
USS0007E33S,44.7833,-107.5333,2401.8,BURGESS_JUNCTION,US
USS0007E34S,44.5667,-107.3,2706.6,DOME_LAKE,US
USS0007E36S,44.4,-107.0667,3005.3,CLOUD_PEAK_RESERVOIR,US
USS0007F01S,43.8833,-107.0667,2499.4,BEAR_TRAP_MEADOW,US
USS0007F02S,43.6333,-107.1833,2365.2,MIDDLE_POWDER,US
USS0007F06S,43.4667,-107.2333,2606.0,GRAVE_SPRINGS,US
USS0007H03S,41.1167,-107.1667,2484.1,SANDSTONE_RS,US
USS0007H04S,41.05,-107.2667,2267.7,BATTLE_MOUNTAIN,US
USS0007H05S,41.3,-107.1667,2700.5,DIVIDE_PEAK,US
USS0007H06S,41.4,-107.25,2392.7,SAGE_CREEK_BASIN,US
USS0007J03S,40.05,-107.0,2767.6,BEAR_RIVER,US
USS0007J04S,40.1667,-107.05,2773.7,CROSHO,US
USS0007J05S,40.1167,-107.3,3151.6,RIPPLE_CREEK,US
USS0007K01S,39.0667,-107.15,2804.2,NORTH_LOST_TRAIL,US
USS0007K02S,39.8833,-107.6,2865.1,BURRO_MOUNTAIN,US
USS0007K06S,39.0333,-107.8667,3035.8,PARK_RESERVOIR,US
USS0007K09S,39.1333,-107.2833,2895.6,MC_CLURE_PASS,US
USS0007K11S,39.0167,-107.05,3261.4,SCHOFIELD_PASS,US
USS0007K12S,39.7667,-107.35,3316.2,BISON_LAKE,US
USS0007K13S,40.0,-107.2333,2956.6,TRAPPER_LAKE,US
USS0007K14S,39.0833,-107.6333,3011.4,OVERLAND_RES,US
USS0007M05S,37.65,-107.8,2706.6,CASCADE,US
USS0007M11S,37.7,-107.7833,3249.2,SPUD_MOUNTAIN,US
USS0007M12S,37.75,-107.6833,3200.4,MOLAS_LAKE,US
USS0007M14S,37.85,-107.7333,3060.2,MINERAL_CREEK,US
USS0007M16S,37.7167,-107.2667,2865.1,UPPER_RIO_GRANDE,US
USS0007M21S,37.6167,-107.0333,3429.0,MIDDLE_CREEK,US
USS0007M27S,37.9333,-107.6667,2987.0,IDARADO,US
USS0007M29S,37.8,-107.9333,3109.0,LIZARD_HEAD_PASS,US
USS0007M30S,37.9833,-107.2,3486.9,SLUMGULLION,US
USS0007M31S,37.4833,-107.5,3316.2,VALLECITO,US
USS0007M32S,37.7167,-107.5167,3535.7,BEARTOWN,US
USS0007M33S,37.9,-107.7167,3398.5,RED_MOUNTAIN_PASS,US
USS0007M34S,37.4833,-107.6333,3413.8,STUMP_LAKES,US
USS0007M35S,37.6667,-107.8,2718.8,CASCADE_2,US
USS0007S03S,33.0,-107.8667,2816.4,MCKNIGHT_CABIN,US
USS0007S04S,33.3667,-107.8333,2590.8,LOOKOUT_MOUNTAIN,US
USS0008F01S,43.6667,-109.0167,2735.6,OWL_CREEK,US
USS0008G03S,42.5667,-108.8333,2755.4,SOUTH_PASS,US
USS0008G07S,42.7,-108.9,2651.8,TOWNSEND_CREEK,US
USS0008G10S,43.5833,-108.9,2956.6,DEER_PARK,US
USS0008K04S,39.05,-108.0833,3048.0,MESA_LAKES,US
USS0008L02S,38.4167,-108.3833,2865.1,COLUMBINE_PASS,US
USS0008M02S,37.4167,-108.1833,3048.0,MANCOS,US
USS0008M04S,37.5,-108.1,3267.5,SHARKSTOOTH,US
USS0008M06S,37.7833,-108.0167,3109.0,EL_DIENTE_PEAK,US
USS0008M07S,37.9,-108.1833,2926.1,LONE_CONE,US
USS0008M08S,37.65,-108.0167,2773.7,SCOTCH_CREEK,US
USS0008M10S,37.4333,-108.0167,3287.3,COLUMBUS_BASIN,US
USS0008P01S,35.2333,-108.2667,2578.6,RICE_PARK,US
USS0008S01S,33.7333,-108.9333,2438.4,FRISCO_DIVIDE,US
USS0008S08S,33.3667,-108.7167,2743.2,SILVER_CREEK_DIVIDE,US
USS0008T01S,32.9167,-108.1333,2548.1,SIGNAL_PEAK,US
USS0009A01S,48.1833,-109.65,1432.6,ROCKY_BOY,US
USS0009C01S,46.7833,-109.5,1844.0,CRYSTAL_LAKE,US
USS0009D06S,45.0667,-109.95,2773.7,FISHER_CREEK,US
USS0009D08S,45.05,-109.9,2651.8,WHITE_MILL,US
USS0009D16S,45.2,-109.35,2392.7,COLE_CREEK,US
USS0009D21S,45.2333,-109.45,1792.2,BURNT_MTN,US
USS0009E03S,44.0333,-109.1833,2423.2,TIMBER_CREEK,US
USS0009E07S,44.7333,-109.9167,2865.1,PARKER_PEAK,US
USS0009E08S,44.8,-109.65,2331.7,WOLVERINE,US
USS0009E09S,44.3,-109.2333,2670.0,MARQUETTE,US
USS0009E10S,44.7833,-109.5667,2827.0,BEARTOOTH_LAKE,US
USS0009E11S,44.65,-109.7833,2804.2,EVENING_STAR,US
USS0009E13S,44.3833,-109.8,2980.9,BLACKWATER,US
USS0009F04S,43.7,-109.6667,2667.0,BURROUGHS_CREEK,US
USS0009F08S,43.5,-109.75,2856.0,LITTLE_WARM,US
USS0009F18S,43.9333,-109.8167,2545.1,YOUNTS_PEAK,US
USS0009F21S,43.1167,-109.95,2542.0,NEW_FORK_LAKE,US
USS0009F23S,43.0,-109.75,2865.1,ELKHART_PARK_GS,US
USS0009F24S,43.8667,-109.3167,2910.8,KIRWIN,US
USS0009F25S,43.2667,-109.45,2935.2,COLD_SPRINGS,US
USS0009F27S,43.0333,-109.1667,2627.4,ST_LAWRENCE_ALT,US
USS0009F28S,43.3833,-109.8667,2993.1,GUNSIGHT_PASS,US
USS0009G03S,42.8667,-109.1,3078.5,HOBBS_PARK,US
USS0009G09S,42.65,-109.2667,2767.6,BIG_SANDY_OPENING,US
USS0009J01S,40.7167,-109.55,2660.9,KING'S_CABIN,US
USS0009J05S,40.6167,-109.8833,2895.6,MOSBY_MTN,US
USS0009J08S,40.9,-109.9667,2773.7,HICKERSON_PARK,US
USS0009J16S,40.7333,-109.6667,2865.1,TROUT_CREEK,US
USS0009K01S,39.3167,-109.5167,2514.6,EAST_WILLOW_CREEK,US
USS0009L03S,38.4833,-109.2667,3002.3,LASAL_MOUNTAIN,US
USS0009M02S,37.8,-109.4833,2621.3,CAMP_JACKSON,US
USS0009S01S,33.9833,-109.5167,2781.3,BALDY,US
USS0009S02S,33.9167,-109.45,2804.2,MAVERICK_FORK,US
USS0009S06S,33.7,-109.2,2438.4,BEAVER_HEAD,US
USS0009S07S,33.8,-109.15,2560.3,CORONADO_TRAIL,US
USS0009S11S,33.65,-109.3,2749.3,HANNAGAN_MEADOWS,US
USS0009S18S,33.75,-109.5,2392.7,WILDCAT,US
USS0010C03S,46.1167,-110.4667,1981.2,PORCUPINE,US
USS0010C06S,46.7833,-110.6167,2468.9,SPUR_PARK,US
USS0010C08S,46.0833,-110.4333,2468.9,S_FORK_SHIELDS,US
USS0010C09S,46.8,-110.6833,1966.0,DEADMAN_CREEK,US
USS0010C15S,46.6667,-110.3333,2316.5,DAISY_PEAK,US
USS0010C22S,46.9,-110.85,2258.6,ONION_PARK,US
USS0010C23S,46.9167,-110.9,1996.4,STRINGER_CREEK,US
USS0010D07S,45.0,-110.0,2240.3,NORTHEAST_ENTRANCE,US
USS0010D10S,45.8667,-110.9333,1996.4,SACAJAWEA,US
USS0010D12S,45.2167,-110.2333,2697.5,MONUMENT_PEAK,US
USS0010D13S,45.5,-110.9667,2090.9,LICK_CREEK,US
USS0010D16S,45.4,-110.95,2468.9,SHOWER_FALLS,US
USS0010D24S,45.4167,-110.1,2691.4,PLACER_BASIN,US
USS0010D31S,45.2833,-110.25,2042.2,BOX_CANYON,US
USS0010D35S,45.8833,-111.9333,2231.1,BRACKETT_CREEK,US
USS0010E03S,44.7167,-110.5333,2465.8,CANYON,US
USS0010E06S,44.4833,-110.15,2566.4,SYLVAN_LAKE,US
USS0010E07S,44.3667,-110.5667,2432.3,THUMB_DIVIDE,US
USS0010E09S,44.2,-110.6667,2392.7,LEWIS_LAKE_DIVIDE,US
USS0010E10S,44.1667,-110.5667,2139.7,COULTER_CREEK,US
USS0010E12S,44.1333,-110.6667,2109.2,SNAKE_RIVER_STATION,US
USS0010E15S,44.1333,-110.8333,2214.4,GRASSY_LAKE,US
USS0010E17S,44.15,-110.2167,2816.4,TWO_OCEAN_PLATEAU,US
USS0010E20S,44.4667,-110.0333,2170.2,SYLVAN_ROAD,US
USS0010F02S,43.9333,-110.4333,2142.7,BASE_CAMP,US
USS0010F09S,43.75,-110.05,2920.0,TOGWOTEE_PASS,US
USS0010F15S,43.25,-110.0167,2359.2,KENDALL_RS,US
USS0010F16S,43.1667,-110.1333,2511.6,LOOMIS_PARK,US
USS0010F17S,43.1333,-110.2,2417.1,EAST_RIM_DIVIDE,US
USS0010F19S,43.3833,-110.1333,2667.0,GROS_VENTRE_SUMMIT,US
USS0010F23S,43.5167,-110.9167,2499.4,PHILLIPS_BENCH,US
USS0010F29S,43.35,-110.4333,2063.5,GRANITE_CREEK,US
USS0010G02S,42.95,-110.6,2712.7,BLIND_BULL_SUM,US
USS0010G08S,42.5167,-110.9167,2316.5,SALT_RIVER_SUMMIT,US
USS0010G12S,42.25,-110.8,2493.3,KELLEY_RS,US
USS0010G13S,42.4667,-110.5333,2456.7,SNIDER_BASIN,US
USS0010G15S,42.7667,-110.5833,2590.8,TRIPLE_PEAK,US
USS0010G20S,42.5333,-110.6667,2743.2,SPRING_CREEK_DIVIDE,US
USS0010G22S,42.3,-110.6833,2872.7,INDIAN_CREEK,US
USS0010G23S,42.8167,-110.8167,2575.6,WILLOW_CREEK,US
USS0010G24S,42.15,-110.6833,2389.6,HAMS_FORK,US
USS0010G25S,42.5167,-110.8167,2316.5,COTTONWOOD_CREEK,US
USS0010J01S,40.9167,-110.2,2788.9,HOLE_IN_ROCK,US
USS0010J04S,40.95,-110.4833,2895.6,HEWINTA,US
USS0010J10S,40.6,-110.4333,3078.5,LAKEFORK_1,US
USS0010J18S,40.55,-110.6833,2407.9,ROCK_CREEK,US
USS0010J20S,40.9167,-110.5,3078.5,STEEL_CREEK_PARK,US
USS0010J25S,40.75,-110.6167,3322.3,LAKEFORK_BASIN,US
USS0010J26S,40.7167,-110.4667,3328.4,FIVE_POINTS_LAKE,US
USS0010J30S,40.5833,-110.5833,3230.9,BROWN_DUCK,US
USS0010J35S,40.8667,-110.8,2758.4,LILY_LAKE,US
USS0010J43S,40.7667,-110.0,3139.4,CHEPETA,US
USS0010J44S,40.8,-110.8833,2773.7,HAYDEN_FORK,US
USS0010J52S,40.6833,-110.95,3035.8,TRIAL_LAKE,US
USS0010K01S,39.9,-110.75,2773.7,INDIAN_CANYON,US
USS0010K02S,39.9667,-110.9833,2606.0,WHITE_RIVER_1,US
USS0010R04S,34.3167,-110.75,2328.7,HEBER,US
USS0010S01S,33.8167,-110.9167,2103.1,WORKMAN_CREEK,US
USS0011C01S,46.5667,-111.3,2423.2,BOULDER_MOUNTAIN,US
USS0011C02S,46.5833,-111.2667,2026.9,PICKFOOT_CREEK,US
USS0011C04S,46.35,-111.85,2084.8,TIZER_BASIN,US
USS0011D08S,45.0167,-111.85,2682.2,CLOVER_MEADOW,US
USS0011D11S,45.5,-111.9167,2407.9,LOWER_TWIN,US
USS0011D19S,45.2833,-111.4333,2706.6,LONE_MOUNTAIN,US
USS0011D26S,45.7167,-111.5833,1353.3,TABLE_MOUNTAIN,US
USS0011D28S,45.5833,-111.95,2529.8,ALBRO_LAKE,US
USS0011E03S,44.5833,-111.8333,2255.5,LAKEVIEW_RIDGE,US
USS0011E10S,44.4167,-111.3833,1917.2,ISLAND_PARK,US
USS0011E24S,44.7833,-111.7,2438.4,TEPEE_CREEK,US
USS0011E29S,44.9667,-111.2833,2743.2,CARROT_BASIN,US
USS0011E30S,44.6,-111.15,2072.6,WHISKEY_CREEK,US
USS0011E31S,44.5833,-111.1167,2362.2,MADISON_PLATEAU,US
USS0011E35S,44.5,-111.1167,2484.1,BLACK_BEAR,US
USS0011E36S,44.5333,-111.4167,2350.0,WHITE_ELEPHANT,US
USS0011E37S,44.4333,-112.0,2090.9,CRAB_CREEK,US
USS0011E38S,44.95,-111.35,2392.7,BEAVER_CREEK,US
USS0011E39S,44.9667,-111.95,2133.6,SHORT_CREEK,US
USS0011F02S,43.5667,-111.2167,2048.3,PINE_CREEK_PASS,US
USS0011F11S,43.2167,-111.6833,2002.5,SHEEP_MTN,US
USS0011G01S,42.95,-111.3667,2072.6,SOMSEN_RANCH,US
USS0011G05S,42.5667,-111.3,2202.2,SLUG_CREEK_DIVIDE,US
USS0011G06S,42.3667,-111.5667,2252.5,EMIGRANT_SUMMIT,US
USS0011G30S,42.5333,-111.9667,2392.7,SEDGWICK_PEAK,US
USS0011G32S,42.05,-111.6,2490.2,FRANKLIN_BASIN,US
USS0011G33S,42.4167,-111.1667,2112.3,GIVEOUT,US
USS0011H08S,41.3667,-111.95,2438.4,BEN_LOMOND_PEAK,US
USS0011H21S,41.3167,-111.45,2487.2,HORSE_RIDGE,US
USS0011H25S,41.4,-111.8167,1996.4,LITTLE_BEAR,US
USS0011H30S,41.3833,-111.9167,1828.8,BEN_LOMOND_TRAIL,US
USS0011H36S,41.9,-111.6333,2560.3,TONY_GROVE_LAKE,US
USS0011H37S,41.6833,-111.4167,2423.2,BUG_LAKE,US
USS0011H55S,41.4167,-111.5333,2545.1,DRY_BREAD_POND,US
USS0011H57S,41.4667,-111.5,2731.0,MONTE_CRISTO,US
USS0011H58S,41.7833,-111.5333,2257.3,TEMPLE_FORK,US
USS0011H59S,41.3667,-111.4833,2503.9,LIGHTNING_RIDGE,US
USS0011J01S,40.85,-111.0667,2773.7,CHALK_CREEK_1,US
USS0011J02S,40.9,-111.0667,2499.4,CHALK_CREEK_2,US
USS0011J08S,40.1833,-111.2167,2560.3,STRAWBERRY_DIVIDE,US
USS0011J11S,40.9667,-111.8,2438.4,FARMINGTON,US
USS0011J12S,41.0,-111.8167,2066.2,FARMINGTON_LOWER,US
USS0011J21S,40.4333,-111.6167,2481.1,TIMPANOGOS_DIVIDE,US
USS0011J23S,40.3,-111.25,2438.4,DANIELS_STRAWBERRY,US
